question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value
6,1,you should give the gross profit for ClearPath Logistics in 2022.,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""80_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""80_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",195040.0,4,0,1,832804918,923603468,527794695,0.358,0,1,2,80_revenue,revenue,revenue,ClearPath Logistics,2022,M_USD,567176.0,80_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2022,M_USD,372136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,Evaluate the difference between current assets and current assets for Titan Consumer Brands in 2020.,,,,"diff(current_assets, current_assets)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cash"", ""depth"": 0}, ""right"": {""leaf"": ""60_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""60_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cash"", ""depth"": 0}, ""right"": {""leaf"": ""60_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""60_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",0.0,3,1,4,717157433,849753389,527794695,0.243,1,2,8,60_cash,cash,cash,Titan Consumer Brands,2020,M_USD,126394.0,60_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2020,M_USD,32678.0,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12797.0,60_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2020,M_USD,72012.0,60_cash,cash,cash,Titan Consumer Brands,2020,M_USD,126394.0,60_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2020,M_USD,32678.0,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12797.0,60_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2020,M_USD,72012.0
6,3,whats the value of the pretax income for ClearPath Logistics in 2024?,,,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""82_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""82_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""82_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""82_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",221594.0,4,0,3,723976950,991825676,527794695,0.474,0,1,4,82_revenue,revenue,revenue,ClearPath Logistics,2024,M_USD,627730.0,82_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2024,M_USD,212503.0,82_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2024,M_USD,153750.0,82_non_operating_expenses,non_operating_expenses,non operating expenses,ClearPath Logistics,2024,M_USD,39883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,compute the current assets for Quantum Bridge Holdings in 2021,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""13_cash"", ""depth"": 0}, ""right"": {""leaf"": ""13_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""13_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""13_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",26780.0,4,0,3,633297880,132179069,527794695,0.271,0,1,4,13_cash,cash,cash,Quantum Bridge Holdings,2021,M_USD,2853.0,13_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2021,M_USD,10585.0,13_inventories,inventories,inventories,Quantum Bridge Holdings,2021,M_USD,4340.0,13_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2021,M_USD,9002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,Compute the current assets for Quantum Bridge Holdings in 2023 .,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""15_cash"", ""depth"": 0}, ""right"": {""leaf"": ""15_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""15_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""15_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",44581.0,4,0,3,789913436,832019007,527794695,0.108,0,1,4,15_cash,cash,cash,Quantum Bridge Holdings,2023,M_USD,22294.0,15_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2023,M_USD,10394.0,15_inventories,inventories,inventories,Quantum Bridge Holdings,2023,M_USD,2530.0,15_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2023,M_USD,9363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,Which quantity is given by the longterm liabilities for Meridian Systems Inc in 2020?,,,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""6_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""6_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",37881.0,4,0,1,801081111,368641293,527794695,0.571,0,1,2,6_total_liabilities,total_liabilities,total liabilities,Meridian Systems Inc,2020,M_USD,56087.0,6_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2020,M_USD,18206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,what is the longterm assets for Apex Dynamics Corp in 2023 ?,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""3_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""3_cash"", ""depth"": 0}, ""right"": {""leaf"": ""3_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""3_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""3_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",111691.0,4,0,4,739005434,379095576,527794695,0.463,0,1,5,3_total_assets,total_assets,total assets,Apex Dynamics Corp,2023,M_USD,148589.0,3_cash,cash,cash,Apex Dynamics Corp,2023,M_USD,13282.0,3_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2023,M_USD,11694.0,3_inventories,inventories,inventories,Apex Dynamics Corp,2023,M_USD,5868.0,3_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2023,M_USD,6054.0,,,,,,,,,,,,,,,,,,,,,
12,2,You should give the operating income for Cobalt Semiconductor in 2022,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""68_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""68_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""68_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",24078.0,3,0,2,553257223,268236083,527794695,0.561,0,1,3,68_revenue,revenue,revenue,Cobalt Semiconductor,2022,M_USD,55948.0,68_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2022,M_USD,27627.0,68_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2022,M_USD,4243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,which result follows from the gross profit for Ironclad Manufacturing in 2025,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""41_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""41_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",272997.0,4,0,1,354509861,454803190,527794695,0.449,0,1,2,41_revenue,revenue,revenue,Ironclad Manufacturing,2025,M_USD,543407.0,41_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Ironclad Manufacturing,2025,M_USD,270410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Which result follows from the gross profit for Helix BioSciences in 2022,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""74_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""74_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",93560.0,2,0,1,686010154,419282996,527794695,0.597,0,1,2,74_revenue,revenue,revenue,Helix BioSciences,2022,M_USD,228915.0,74_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2022,M_USD,135355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,What does the following give: operating income for Helix BioSciences in 2020,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""72_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""72_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""72_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",55735.0,3,0,2,453168314,683536658,527794695,0.492,0,1,3,72_revenue,revenue,revenue,Helix BioSciences,2020,M_USD,214045.0,72_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2020,M_USD,144323.0,72_operating_expenses,operating_expenses,operating expenses,Helix BioSciences,2020,M_USD,13987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,state the gross profit for Pinnacle Health Group in 2025.,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""35_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""35_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",9547.0,2,0,1,755506477,569922946,527794695,0.598,0,1,2,35_revenue,revenue,revenue,Pinnacle Health Group,2025,M_USD,23323.0,35_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2025,M_USD,13776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3,State the current assets for Pinnacle Health Group in 2023.,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""33_cash"", ""depth"": 0}, ""right"": {""leaf"": ""33_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""33_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""33_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",5482.0,4,0,3,434500248,562492425,527794695,0.535,0,1,4,33_cash,cash,cash,Pinnacle Health Group,2023,M_USD,2062.0,33_accounts_receivable,accounts_receivable,accounts receivable,Pinnacle Health Group,2023,M_USD,1605.0,33_inventories,inventories,inventories,Pinnacle Health Group,2023,M_USD,1096.0,33_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2023,M_USD,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
