question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value
9,4,"If revenue for Atlas Global Industries in 2021 exceeds 46,641, what's the value of the longterm assets for Atlas Global Industries in 2025?",What's the value of the longterm assets for Atlas Global Industries in 2025?,conditional,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""29_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""29_cash"", ""depth"": 0}, ""right"": {""leaf"": ""29_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""29_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""29_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",92605.0,4,0,4,456357586,368089511,593638397,0.295,0,1,5,29_total_assets,total_assets,total assets,Atlas Global Industries,2025,M_USD,120811.0,29_cash,cash,cash,Atlas Global Industries,2025,M_USD,8454.0,29_accounts_receivable,accounts_receivable,accounts receivable,Atlas Global Industries,2025,M_USD,6495.0,29_inventories,inventories,inventories,Atlas Global Industries,2025,M_USD,4358.0,29_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2025,M_USD,8899.0,,,,,,,,,,,,,,
10,1,"If revenue for Pinnacle Health Group in 2022 exceeds 7,569, state the longterm liabilities for Pinnacle Health Group in 2024",State the longterm liabilities for Pinnacle Health Group in 2024,conditional,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""34_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""34_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",20061.0,2,0,1,415893467,129148940,593638397,0.576,0,1,2,34_total_liabilities,total_liabilities,total liabilities,Pinnacle Health Group,2024,M_USD,26839.0,34_current_liabilities,current_liabilities,current liabilities,Pinnacle Health Group,2024,M_USD,6778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,"If revenue for Atlas Global Industries in 2020 exceeds 34,609, what is the value of the current assets for Atlas Global Industries in 2022?",what is the value of the current assets for Atlas Global Industries in 2022?,conditional,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""26_cash"", ""depth"": 0}, ""right"": {""leaf"": ""26_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""26_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""26_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",27487.0,2,0,3,265364844,375688053,593638397,0.412,0,1,4,26_cash,cash,cash,Atlas Global Industries,2022,M_USD,13377.0,26_accounts_receivable,accounts_receivable,accounts receivable,Atlas Global Industries,2022,M_USD,7696.0,26_inventories,inventories,inventories,Atlas Global Industries,2022,M_USD,1652.0,26_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2022,M_USD,4762.0,,,,,,,,,,,,,,,,,,,,,
16,2,"If revenue for Pinnacle Health Group in 2022 exceeds 9,071, state the operating income for Pinnacle Health Group in 2023.",State the operating income for Pinnacle Health Group in 2023.,conditional,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""33_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""33_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""33_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",5901.0,4,0,2,772502720,672546725,593638397,0.361,0,1,3,33_revenue,revenue,revenue,Pinnacle Health Group,2023,M_USD,19203.0,33_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2023,M_USD,9524.0,33_operating_expenses,operating_expenses,operating expenses,Pinnacle Health Group,2023,M_USD,3778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,"If revenue for NovaStar Technologies in 2023 exceeds 79,667, may you give the current assets for NovaStar Technologies in 2020?",May you give the current assets for NovaStar Technologies in 2020?,conditional,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""18_cash"", ""depth"": 0}, ""right"": {""leaf"": ""18_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""18_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""18_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",56106.0,4,0,3,803704400,479905699,593638397,0.191,0,1,4,18_cash,cash,cash,NovaStar Technologies,2020,M_USD,24222.0,18_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2020,M_USD,13643.0,18_inventories,inventories,inventories,NovaStar Technologies,2020,M_USD,5488.0,18_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2020,M_USD,12753.0,,,,,,,,,,,,,,,,,,,,,
18,1,"If revenue for Atlas Global Industries in 2025 exceeds 66,116, what is the value of the longterm liabilities for Atlas Global Industries in 2020?",what is the value of the longterm liabilities for Atlas Global Industries in 2020?,conditional,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""24_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""24_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",20030.0,3,0,1,913969871,246490983,593638397,0.319,0,1,2,24_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2020,M_USD,34649.0,24_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2020,M_USD,14619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2,"If revenue for Atlas Global Industries in 2020 exceeds 45,489, what's the value of the operating income for Atlas Global Industries in 2023 ?",what's the value of the operating income for Atlas Global Industries in 2023 ?,conditional,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""27_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""27_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""27_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",48123.0,4,0,2,649114820,142306388,593638397,0.262,0,1,3,27_revenue,revenue,revenue,Atlas Global Industries,2023,M_USD,89374.0,27_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2023,M_USD,32958.0,27_operating_expenses,operating_expenses,operating expenses,Atlas Global Industries,2023,M_USD,8293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,"If revenue for Atlas Global Industries in 2023 exceeds 42,503, what is the value of the pretax income for Atlas Global Industries in 2025?",What is the value of the pretax income for Atlas Global Industries in 2025?,conditional,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""29_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""29_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""29_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""29_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",-5813.0,4,0,3,107248963,702902943,593638397,0.369,0,1,4,29_revenue,revenue,revenue,Atlas Global Industries,2025,M_USD,98381.0,29_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2025,M_USD,69665.0,29_operating_expenses,operating_expenses,operating expenses,Atlas Global Industries,2025,M_USD,16565.0,29_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2025,M_USD,17964.0,,,,,,,,,,,,,,,,,,,,,
22,1,"If revenue for Orion Financial Group in 2021 exceeds 64,800, give the longterm liabilities for Orion Financial Group in 2020.",give the longterm liabilities for Orion Financial Group in 2020.,conditional,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""54_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""54_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",22505.0,2,0,1,881954491,644943509,593638397,0.347,0,1,2,54_total_liabilities,total_liabilities,total liabilities,Orion Financial Group,2020,M_USD,33826.0,54_current_liabilities,current_liabilities,current liabilities,Orion Financial Group,2020,M_USD,11321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,"If revenue for Cobalt Semiconductor in 2021 exceeds 35,704, what would be the difference between current assets and longterm liabilities for Cobalt Semiconductor in 2022 ?",what would be the difference between current assets and longterm liabilities for Cobalt Semiconductor in 2022 ?,conditional,,"diff(current_assets, longterm_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""68_cash"", ""depth"": 0}, ""right"": {""leaf"": ""68_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""68_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""68_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""68_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""68_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-6820.0,3,1,4,576391208,608612,593638397,0.45,1,2,6,68_cash,cash,cash,Cobalt Semiconductor,2022,M_USD,6222.0,68_accounts_receivable,accounts_receivable,accounts receivable,Cobalt Semiconductor,2022,M_USD,4459.0,68_inventories,inventories,inventories,Cobalt Semiconductor,2022,M_USD,3218.0,68_short_term_investments,short_term_investments,short term investments,Cobalt Semiconductor,2022,M_USD,4097.0,68_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2022,M_USD,39076.0,68_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2022,M_USD,14260.0,,,,,,,
