id,company,depth,operation,expression,question,answer,answer_formatted,result_type,computation_trace
FQ-00016,Cobalt Semiconductor,1,greater_than,(current_liabilities_2024 > operating_income_2022),Is total current liabilities strictly greater than operating income for Cobalt Semiconductor from fiscal year 2024 to fiscal year 2022?,False,No,boolean,current_liabilities_2024(88965) > operating_income_2022(106250) → False
FQ-00017,Atlas Global Industries,0,,shares_outstanding_2023,What was the total shares outstanding reported by Atlas Global Industries for the fiscal year ending 2023?,4814,4814,numeric,shares_outstanding_2023 = 4814
FQ-00018,Ironclad Manufacturing,0,,capex_2023,What was the capital expenditures reported by Ironclad Manufacturing for the fiscal year ending 2023?,25556,25556,numeric,capex_2023 = 25556
FQ-00019,ClearPath Logistics,2,ratio,"ratio((accounts_receivable_2023 - accounts_receivable_2022), total_liabilities_2022)","For ClearPath Logistics, what is the result of computing ratio((accounts_receivable_2023 - accounts_receivable_2022), total_liabilities_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-0.0372,-0.0372,ratio,(accounts_receivable_2023(17765) - accounts_receivable_2022(27475) = -9710) / (total_liabilities_2022 = 261147) = -0.0372
FQ-00020,SilverLine Retail Inc,2,greater_than,((total_liabilities_2023 - operating_income_2023) > total_assets_2023),"For SilverLine Retail Inc, what is the result of computing ((total_liabilities_2023 - operating_income_2023) > total_assets_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",False,No,boolean,(total_liabilities_2023(372467) - operating_income_2023(80484) = 291983) > (total_assets_2023 = 575271) → False
FQ-00021,SilverLine Retail Inc,1,less_equal,(net_income_2022 ≤ dividends_paid_2023),Is net income less than or equal to cash dividends paid for SilverLine Retail Inc from fiscal year 2022 to fiscal year 2023?,False,No,boolean,net_income_2022(34584) ≤ dividends_paid_2023(10672) → False
FQ-00022,NovaStar Technologies,1,less_than,(current_liabilities_2023 < net_income_2023),Is total current liabilities strictly less than net income for NovaStar Technologies for fiscal year 2023?,True,Yes,boolean,current_liabilities_2023(17553) < net_income_2023(33111) → True
FQ-00023,SilverLine Retail Inc,1,greater_than,(gross_profit_2023 > current_liabilities_2022),Is gross profit strictly greater than total current liabilities for SilverLine Retail Inc from fiscal year 2023 to fiscal year 2022?,False,No,boolean,gross_profit_2023(117316) > current_liabilities_2022(159908) → False
FQ-00024,Pacific Crest Energy,1,add,(long_term_debt_2022 + revenue_2024),What is the sum of long-term debt and total revenue for Pacific Crest Energy from fiscal year 2022 to fiscal year 2024?,510456,510456,numeric,long_term_debt_2022(122064) + revenue_2024(388392) = 510456
FQ-00025,Quantum Bridge Holdings,2,divide,(MIN(total_liabilities_2023) ÷ employees_2022),"For Quantum Bridge Holdings, what is the result of computing (MIN(total_liabilities_2023) ÷ employees_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.1055,0.11,numeric,(MIN(total_liabilities_2023) = 48694) / (employees_2022 = 461605) = 0.1055
FQ-00026,Ironclad Manufacturing,0,,country,What is the country of headquarters of Ironclad Manufacturing?,Japan,Japan,categorical,country = Japan
FQ-00027,NovaStar Technologies,1,greater_than,(dividends_paid_2023 > total_equity_2022),Is cash dividends paid strictly greater than total stockholders' equity for NovaStar Technologies from fiscal year 2023 to fiscal year 2022?,False,No,boolean,dividends_paid_2023(5942) > total_equity_2022(23250) → False
FQ-00028,Crimson Pharmaceuticals,2,ratio,"ratio((revenue_2022 ÷ capex_2022), dividends_paid_2024)","For Crimson Pharmaceuticals, what is the result of computing ratio((revenue_2022 ÷ capex_2022), dividends_paid_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0013,0.0013,ratio,(revenue_2022(245816) / capex_2022(7196) = 34.1601) / (dividends_paid_2024 = 26722) = 0.0013
FQ-00029,Orion Financial Group,2,divide,((total_assets_2024 - operating_income_2023) ÷ operating_expenses_2022),"For Orion Financial Group, what is the result of computing ((total_assets_2024 - operating_income_2023) ÷ operating_expenses_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",4.3505,4.35,numeric,(total_assets_2024(353935) - operating_income_2023(148350) = 205585) / (operating_expenses_2022 = 47256) = 4.3505
FQ-00030,Pacific Crest Energy,2,divide,"(ratio(inventories_2023, accounts_receivable_2024) ÷ net_income_2024)","For Pacific Crest Energy, what is the result of computing (ratio(inventories_2023, accounts_receivable_2024) ÷ net_income_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.00,numeric,(inventories_2023(14346) / accounts_receivable_2024(21394) = 0.6706) / (net_income_2024 = 121133) = 0.0
FQ-00031,Cobalt Semiconductor,1,divide,(long_term_debt_2023 ÷ net_income_2023),What is the ratio of long-term debt to net income for Cobalt Semiconductor for fiscal year 2023?,1.0549,1.05,numeric,long_term_debt_2023(110464) / net_income_2023(104712) = 1.0549
FQ-00032,Crimson Pharmaceuticals,2,ratio,"ratio(ratio(inventories_2024, operating_expenses_2023), shares_outstanding_2023)","For Crimson Pharmaceuticals, what is the result of computing ratio(ratio(inventories_2024, operating_expenses_2023), shares_outstanding_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(inventories_2024(5109) / operating_expenses_2023(17400) = 0.2936) / (shares_outstanding_2023 = 9487) = 0.0
FQ-00033,Quantum Bridge Holdings,1,less_than,(total_equity_2023 < operating_expenses_2022),Is total stockholders' equity strictly less than total operating expenses for Quantum Bridge Holdings from fiscal year 2023 to fiscal year 2022?,False,No,boolean,total_equity_2023(70217) < operating_expenses_2022(8801) → False
FQ-00034,ClearPath Logistics,1,ratio,"ratio(long_term_debt_2022, gross_profit_2022)",What is the ratio of long-term debt to gross profit for ClearPath Logistics for fiscal year 2022?,1.4406,1.4406,ratio,long_term_debt_2022(162319) / gross_profit_2022(112675) = 1.4406
FQ-00035,Meridian Systems Inc,1,greater_than,(accounts_receivable_2023 > long_term_debt_2024),Is net accounts receivable strictly greater than long-term debt for Meridian Systems Inc from fiscal year 2023 to fiscal year 2024?,False,No,boolean,accounts_receivable_2023(58756) > long_term_debt_2024(175700) → False
FQ-00036,Atlas Global Industries,1,not_equals,(operating_income_2024 ≠ total_equity_2024),Is the operating income different from total stockholders' equity for Atlas Global Industries?,True,Yes,boolean,operating_income_2024(251413) ≠ total_equity_2024(154250) → True
FQ-00037,Helix BioSciences,1,not_equals,(total_equity_2023 ≠ revenue_2024),Is the total stockholders' equity different from total revenue for Helix BioSciences?,True,Yes,boolean,total_equity_2023(43616) ≠ revenue_2024(131411) → True
FQ-00038,Helix BioSciences,1,multiply,(inventories_2023 × operating_income_2024),What is the product of total inventories and operating income for Helix BioSciences from fiscal year 2023 to fiscal year 2024?,171720176,171720176,numeric,inventories_2023(4024) × operating_income_2024(42674) = 171720176
FQ-00039,ClearPath Logistics,1,less_equal,(current_assets_2023 ≤ current_liabilities_2023),Is total current assets less than or equal to total current liabilities for ClearPath Logistics for fiscal year 2023?,False,No,boolean,current_assets_2023(81958) ≤ current_liabilities_2023(46405) → False
FQ-00040,Ironclad Manufacturing,2,ratio,"ratio((employees_2023 × shares_outstanding_2022), cash_2024)","For Ironclad Manufacturing, what is the result of computing ratio((employees_2023 × shares_outstanding_2022), cash_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",29141.7853,29141.7853,ratio,(employees_2023(490669) × shares_outstanding_2022(4075) = 1999476175) / (cash_2024 = 68612) = 29141.7853
FQ-00041,Pinnacle Health Group,1,less_equal,(dividends_paid_2024 ≤ net_income_2024),Is cash dividends paid less than or equal to net income for Pinnacle Health Group for fiscal year 2024?,True,Yes,boolean,dividends_paid_2024(421) ≤ net_income_2024(5005) → True
FQ-00042,Crimson Pharmaceuticals,1,ratio,"ratio(employees_2024, accounts_receivable_2023)",What is the ratio of total number of employees to net accounts receivable for Crimson Pharmaceuticals from fiscal year 2024 to fiscal year 2023?,5.044,5.0440,ratio,employees_2024(76598) / accounts_receivable_2023(15186) = 5.044
FQ-00043,Helix BioSciences,1,ratio,"ratio(operating_expenses_2022, capex_2023)",What is the ratio of total operating expenses to capital expenditures for Helix BioSciences from fiscal year 2022 to fiscal year 2023?,0.9877,0.9877,ratio,operating_expenses_2022(13137) / capex_2023(13301) = 0.9877
FQ-00044,Pacific Crest Energy,1,less_than,(dividends_paid_2024 < gross_profit_2024),Is cash dividends paid strictly less than gross profit for Pacific Crest Energy for fiscal year 2024?,True,Yes,boolean,dividends_paid_2024(20102) < gross_profit_2024(187178) → True
FQ-00045,Atlas Global Industries,1,divide,(dividends_paid_2023 ÷ cost_of_goods_sold_2023),What is the ratio of cash dividends paid to cost of goods sold for Atlas Global Industries for fiscal year 2023?,0.0952,0.10,numeric,dividends_paid_2023(24897) / cost_of_goods_sold_2023(261406) = 0.0952
FQ-00046,ClearPath Logistics,1,equals,(stock_price_2023 = stock_price_2024),Is the closing stock price equal to closing stock price for ClearPath Logistics?,False,No,boolean,stock_price_2023(591.61) = stock_price_2024(357.17) → False
FQ-00047,Apex Dynamics Corp,1,less_equal,(dividends_paid_2022 ≤ accounts_receivable_2022),Is cash dividends paid less than or equal to net accounts receivable for Apex Dynamics Corp for fiscal year 2022?,False,No,boolean,dividends_paid_2022(8560) ≤ accounts_receivable_2022(4288) → False
FQ-00048,Atlas Global Industries,1,greater_equal,(current_assets_2022 ≥ accounts_receivable_2024),Is total current assets greater than or equal to net accounts receivable for Atlas Global Industries from fiscal year 2022 to fiscal year 2024?,True,Yes,boolean,current_assets_2022(160330) ≥ accounts_receivable_2024(48009) → True
FQ-00049,Cobalt Semiconductor,2,ratio,"ratio(Δ(net_income, 2023→2022), total_equity_2024)","For Cobalt Semiconductor, what is the result of computing ratio(Δ(net_income, 2023→2022), total_equity_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-0.0819,-0.0819,ratio,(Δ = net_income_2022(89698) - net_income_2023(104712) = -15014) / (total_equity_2024 = 183299) = -0.0819
FQ-00050,Atlas Global Industries,1,less_than,(gross_profit_2023 < long_term_debt_2024),Is gross profit strictly less than long-term debt for Atlas Global Industries from fiscal year 2023 to fiscal year 2024?,False,No,boolean,gross_profit_2023(233192) < long_term_debt_2024(223115) → False
FQ-00051,ClearPath Logistics,1,equals,(shares_outstanding_2024 = stock_price_2024),Is the total shares outstanding equal to closing stock price for ClearPath Logistics?,False,No,boolean,shares_outstanding_2024(14954) = stock_price_2024(357.17) → False
FQ-00052,Orion Financial Group,1,less_than,(cash_2024 < current_assets_2024),Is cash and cash equivalents strictly less than total current assets for Orion Financial Group for fiscal year 2024?,True,Yes,boolean,cash_2024(16996) < current_assets_2024(203935) → True
FQ-00053,Orion Financial Group,2,ratio,"ratio((total_liabilities_2023 ÷ cash_2024), current_assets_2023)","For Orion Financial Group, what is the result of computing ratio((total_liabilities_2023 ÷ cash_2024), current_assets_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0001,0.0001,ratio,(total_liabilities_2023(141655) / cash_2024(16996) = 8.3346) / (current_assets_2023 = 73010) = 0.0001
FQ-00054,Titan Consumer Brands,1,subtract,(net_income_2024 - net_income_2022),"What is the difference between net income and net income (i.e., net income minus net income) for Titan Consumer Brands from fiscal year 2024 to fiscal year 2022?",-13740,-13740,numeric,net_income_2024(27157) - net_income_2022(40897) = -13740
FQ-00055,SilverLine Retail Inc,1,divide,(accounts_receivable_2023 ÷ shares_outstanding_2023),What is the ratio of net accounts receivable to total shares outstanding for SilverLine Retail Inc for fiscal year 2023?,1.7568,1.76,numeric,accounts_receivable_2023(17861) / shares_outstanding_2023(10167) = 1.7568
FQ-00056,ClearPath Logistics,2,ratio,"ratio((dividends_paid_2024 + inventories_2023), dividends_paid_2022)","For ClearPath Logistics, what is the result of computing ratio((dividends_paid_2024 + inventories_2023), dividends_paid_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",2.8183,2.8183,ratio,(dividends_paid_2024(6851) + inventories_2023(4008) = 10859) / (dividends_paid_2022 = 3853) = 2.8183
FQ-00057,Quantum Bridge Holdings,1,add,(capex_2023 + cost_of_goods_sold_2023),What is the sum of capital expenditures and cost of goods sold for Quantum Bridge Holdings for fiscal year 2023?,133942,133942,numeric,capex_2023(17445) + cost_of_goods_sold_2023(116497) = 133942
FQ-00058,SilverLine Retail Inc,1,divide,(cash_2024 ÷ operating_expenses_2023),What is the ratio of cash and cash equivalents to total operating expenses for SilverLine Retail Inc from fiscal year 2024 to fiscal year 2023?,0.7036,0.70,numeric,cash_2024(25915) / operating_expenses_2023(36832) = 0.7036
FQ-00059,Pacific Crest Energy,0,,current_liabilities_2024,What was the total current liabilities reported by Pacific Crest Energy for the fiscal year ending 2024?,76735,76735,numeric,current_liabilities_2024 = 76735
FQ-00060,SilverLine Retail Inc,1,multiply,(operating_income_2023 × revenue_2022),What is the product of operating income and total revenue for SilverLine Retail Inc from fiscal year 2023 to fiscal year 2022?,24195019596,24195019596,numeric,operating_income_2023(80484) × revenue_2022(300619) = 24195019596
FQ-00061,Pinnacle Health Group,1,multiply,(employees_2024 × inventories_2024),What is the product of total number of employees and total inventories for Pinnacle Health Group for fiscal year 2024?,2968498062,2968498062,numeric,employees_2024(391158) × inventories_2024(7589) = 2968498062
FQ-00062,Pinnacle Health Group,0,,total_liabilities_2022,What was the total liabilities reported by Pinnacle Health Group for the fiscal year ending 2022?,21474,21474,numeric,total_liabilities_2022 = 21474
FQ-00063,Pacific Crest Energy,2,subtract,((cash_2024 + gross_profit_2023) - inventories_2023),"For Pacific Crest Energy, what is the result of computing ((cash_2024 + gross_profit_2023) - inventories_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",159054,159054,numeric,(cash_2024(16032) + gross_profit_2023(157368) = 173400) - (inventories_2023 = 14346) = 159054
FQ-00064,Helix BioSciences,2,divide,"(ratio(operating_expenses_2024, total_assets_2023) ÷ cash_2024)","For Helix BioSciences, what is the result of computing (ratio(operating_expenses_2024, total_assets_2023) ÷ cash_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.00,numeric,(operating_expenses_2024(18411) / total_assets_2023(103889) = 0.1772) / (cash_2024 = 16189) = 0.0
FQ-00065,Pacific Crest Energy,2,greater_than,((revenue_2024 - dividends_paid_2022) > cash_2022),"For Pacific Crest Energy, what is the result of computing ((revenue_2024 - dividends_paid_2022) > cash_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",True,Yes,boolean,(revenue_2024(388392) - dividends_paid_2022(25066) = 363326) > (cash_2022 = 58147) → True
FQ-00066,Ironclad Manufacturing,0,,shares_outstanding_2024,What was the total shares outstanding reported by Ironclad Manufacturing for the fiscal year ending 2024?,8691,8691,numeric,shares_outstanding_2024 = 8691
FQ-00067,SilverLine Retail Inc,2,subtract,((inventories_2022 - total_equity_2022) - long_term_debt_2022),"For SilverLine Retail Inc, what is the result of computing ((inventories_2022 - total_equity_2022) - long_term_debt_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",-440549,-440549,numeric,(inventories_2022(6629) - total_equity_2022(227386) = -220757) - (long_term_debt_2022 = 219792) = -440549
FQ-00068,Crimson Pharmaceuticals,2,ratio,"ratio(ratio(gross_profit_2022, current_assets_2022), operating_expenses_2023)","For Crimson Pharmaceuticals, what is the result of computing ratio(ratio(gross_profit_2022, current_assets_2022), operating_expenses_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0001,0.0001,ratio,(gross_profit_2022(136557) / current_assets_2022(151947) = 0.8987) / (operating_expenses_2023 = 17400) = 0.0001
FQ-00069,Pinnacle Health Group,0,,current_assets_2023,What was the total current assets reported by Pinnacle Health Group for the fiscal year ending 2023?,17383,17383,numeric,current_assets_2023 = 17383
FQ-00070,ClearPath Logistics,2,divide,((accounts_receivable_2022 ÷ accounts_receivable_2023) ÷ shares_outstanding_2024),"For ClearPath Logistics, what is the result of computing ((accounts_receivable_2022 ÷ accounts_receivable_2023) ÷ shares_outstanding_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0001,0.00,numeric,(accounts_receivable_2022(27475) / accounts_receivable_2023(17765) = 1.5466) / (shares_outstanding_2024 = 14954) = 0.0001
FQ-00071,NovaStar Technologies,1,ratio,"ratio(dividends_paid_2024, gross_profit_2024)",What is the ratio of cash dividends paid to gross profit for NovaStar Technologies for fiscal year 2024?,0.0705,0.0705,ratio,dividends_paid_2024(4595) / gross_profit_2024(65223) = 0.0705
FQ-00072,Cobalt Semiconductor,1,subtract,(total_equity_2023 - cost_of_goods_sold_2024),"What is the difference between total stockholders' equity and cost of goods sold (i.e., total stockholders' equity minus cost of goods sold) for Cobalt Semiconductor from fiscal year 2023 to fiscal year 2024?",-99534,-99534,numeric,total_equity_2023(147006) - cost_of_goods_sold_2024(246540) = -99534
FQ-00073,NovaStar Technologies,2,less_than,((gross_profit_2023 + inventories_2023) < current_assets_2024),"For NovaStar Technologies, what is the result of computing ((gross_profit_2023 + inventories_2023) < current_assets_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",True,Yes,boolean,(gross_profit_2023(55944) + inventories_2023(7210) = 63154) < (current_assets_2024 = 351903) → True
FQ-00074,Orion Financial Group,2,divide,((shares_outstanding_2023 × operating_income_2022) ÷ total_equity_2022),"For Orion Financial Group, what is the result of computing ((shares_outstanding_2023 × operating_income_2022) ÷ total_equity_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",1492.7812,"1,493",numeric,(shares_outstanding_2023(2122) × operating_income_2022(61987) = 131536414) / (total_equity_2022 = 88115) = 1492.7812
FQ-00075,Ironclad Manufacturing,1,greater_than,(operating_income_2022 > dividends_paid_2024),Is operating income strictly greater than cash dividends paid for Ironclad Manufacturing from fiscal year 2022 to fiscal year 2024?,True,Yes,boolean,operating_income_2022(88950) > dividends_paid_2024(6242) → True
FQ-00076,NovaStar Technologies,2,subtract,((dividends_paid_2022 + dividends_paid_2023) - inventories_2022),"For NovaStar Technologies, what is the result of computing ((dividends_paid_2022 + dividends_paid_2023) - inventories_2022)? Specifically, evaluate the sub-expression first, then apply the outer operation.",13773,13773,numeric,(dividends_paid_2022(9272) + dividends_paid_2023(5942) = 15214) - (inventories_2022 = 1441) = 13773
FQ-00077,ClearPath Logistics,1,divide,(current_assets_2024 ÷ dividends_paid_2023),What is the ratio of total current assets to cash dividends paid for ClearPath Logistics from fiscal year 2024 to fiscal year 2023?,3.1558,3.16,numeric,current_assets_2024(60642) / dividends_paid_2023(19216) = 3.1558
FQ-00078,Helix BioSciences,1,subtract,(cost_of_goods_sold_2024 - total_liabilities_2022),"What is the difference between cost of goods sold and total liabilities (i.e., cost of goods sold minus total liabilities) for Helix BioSciences from fiscal year 2024 to fiscal year 2022?",-205390,-205390,numeric,cost_of_goods_sold_2024(70326) - total_liabilities_2022(275716) = -205390
FQ-00079,Ironclad Manufacturing,2,ratio,"ratio((accounts_receivable_2022 - dividends_paid_2023), shares_outstanding_2024)","For Ironclad Manufacturing, what is the result of computing ratio((accounts_receivable_2022 - dividends_paid_2023), shares_outstanding_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",1.3552,1.3552,ratio,(accounts_receivable_2022(16510) - dividends_paid_2023(4732) = 11778) / (shares_outstanding_2024 = 8691) = 1.3552
FQ-00080,Apex Dynamics Corp,1,not_equals,(cost_of_goods_sold_2022 ≠ current_assets_2024),Is the cost of goods sold different from total current assets for Apex Dynamics Corp?,True,Yes,boolean,cost_of_goods_sold_2022(27804) ≠ current_assets_2024(48789) → True
FQ-00081,Pinnacle Health Group,1,less_than,(long_term_debt_2023 < total_assets_2022),Is long-term debt strictly less than total assets for Pinnacle Health Group from fiscal year 2023 to fiscal year 2022?,True,Yes,boolean,long_term_debt_2023(27018) < total_assets_2022(88345) → True
FQ-00082,Cobalt Semiconductor,1,divide,(total_equity_2022 ÷ gross_profit_2022),What is the ratio of total stockholders' equity to gross profit for Cobalt Semiconductor for fiscal year 2022?,0.6064,0.61,numeric,total_equity_2022(107723) / gross_profit_2022(177643) = 0.6064
FQ-00083,SilverLine Retail Inc,1,multiply,(revenue_2022 × current_assets_2023),What is the product of total revenue and total current assets for SilverLine Retail Inc from fiscal year 2022 to fiscal year 2023?,86922180136,86922180136,numeric,revenue_2022(300619) × current_assets_2023(289144) = 86922180136
FQ-00084,Cobalt Semiconductor,1,greater_equal,(capex_2022 ≥ inventories_2023),Is capital expenditures greater than or equal to total inventories for Cobalt Semiconductor from fiscal year 2022 to fiscal year 2023?,True,Yes,boolean,capex_2022(14580) ≥ inventories_2023(3839) → True
FQ-00085,Crimson Pharmaceuticals,1,add,(gross_profit_2023 + cash_2022),What is the sum of gross profit and cash and cash equivalents for Crimson Pharmaceuticals from fiscal year 2023 to fiscal year 2022?,201826,201826,numeric,gross_profit_2023(140738) + cash_2022(61088) = 201826
FQ-00086,Helix BioSciences,1,divide,(total_equity_2023 ÷ current_liabilities_2022),What is the ratio of total stockholders' equity to total current liabilities for Helix BioSciences from fiscal year 2023 to fiscal year 2022?,0.3205,0.32,numeric,total_equity_2023(43616) / current_liabilities_2022(136086) = 0.3205
FQ-00087,Ironclad Manufacturing,1,less_than,(total_liabilities_2023 < gross_profit_2023),Is total liabilities strictly less than gross profit for Ironclad Manufacturing for fiscal year 2023?,False,No,boolean,total_liabilities_2023(162985) < gross_profit_2023(82334) → False
FQ-00088,Ironclad Manufacturing,1,not_equals,(current_assets_2022 ≠ dividends_paid_2023),Is the total current assets different from cash dividends paid for Ironclad Manufacturing?,True,Yes,boolean,current_assets_2022(76717) ≠ dividends_paid_2023(4732) → True
FQ-00089,Titan Consumer Brands,2,ratio,"ratio(ratio(cash_2024, current_liabilities_2024), employees_2023)","For Titan Consumer Brands, what is the result of computing ratio(ratio(cash_2024, current_liabilities_2024), employees_2023)? Specifically, evaluate the sub-expression first, then apply the outer operation.",0.0,0.0000,ratio,(cash_2024(49192) / current_liabilities_2024(90051) = 0.5463) / (employees_2023 = 188433) = 0.0
FQ-00090,Helix BioSciences,1,equals,(cash_2022 = gross_profit_2023),Is the cash and cash equivalents equal to gross profit for Helix BioSciences?,False,No,boolean,cash_2022(65851) = gross_profit_2023(90470) → False
FQ-00091,ClearPath Logistics,2,less_than,((current_liabilities_2024 - total_liabilities_2023) < capex_2024),"For ClearPath Logistics, what is the result of computing ((current_liabilities_2024 - total_liabilities_2023) < capex_2024)? Specifically, evaluate the sub-expression first, then apply the outer operation.",True,Yes,boolean,(current_liabilities_2024(24428) - total_liabilities_2023(126383) = -101955) < (capex_2024 = 11367) → True
FQ-00092,Titan Consumer Brands,1,multiply,(capex_2024 × accounts_receivable_2023),What is the product of capital expenditures and net accounts receivable for Titan Consumer Brands from fiscal year 2024 to fiscal year 2023?,62651780,62651780,numeric,capex_2024(4705) × accounts_receivable_2023(13316) = 62651780
FQ-00093,Quantum Bridge Holdings,0,,revenue_2022,What was the total revenue reported by Quantum Bridge Holdings for the fiscal year ending 2022?,173765,173765,numeric,revenue_2022 = 173765
FQ-00094,SilverLine Retail Inc,1,add,(current_liabilities_2023 + net_income_2023),What is the sum of total current liabilities and net income for SilverLine Retail Inc for fiscal year 2023?,231144,231144,numeric,current_liabilities_2023(170751) + net_income_2023(60393) = 231144
FQ-00095,Apex Dynamics Corp,1,less_equal,(current_liabilities_2022 ≤ total_equity_2022),Is total current liabilities less than or equal to total stockholders' equity for Apex Dynamics Corp for fiscal year 2022?,True,Yes,boolean,current_liabilities_2022(9402) ≤ total_equity_2022(20565) → True
FQ-00096,Quantum Bridge Holdings,0,,current_liabilities_2023,What was the total current liabilities reported by Quantum Bridge Holdings for the fiscal year ending 2023?,64410,64410,numeric,current_liabilities_2023 = 64410
