depth,question,answer,entity,period,concept,kind,semantic_type,derivation,sampled_node_id,sampled_node_family,sampled_node_depth,binding_entities,binding_periods,id,expression.op,expression.left.op,expression.left.left.op,expression.left.left.left.op,expression.left.left.left.left.leaf,expression.left.left.left.left.depth,expression.left.left.left.right.leaf,expression.left.left.left.right.depth,expression.left.left.left.depth,expression.left.left.right.op,expression.left.left.right.left.leaf,expression.left.left.right.left.depth,expression.left.left.right.right.leaf,expression.left.left.right.right.depth,expression.left.left.right.depth,expression.left.left.depth,expression.left.right.op,expression.left.right.left.op,expression.left.right.left.left.leaf,expression.left.right.left.left.depth,expression.left.right.left.right.leaf,expression.left.right.left.right.depth,expression.left.right.left.depth,expression.left.right.right.op,expression.left.right.right.left.leaf,expression.left.right.right.left.depth,expression.left.right.right.right.leaf,expression.left.right.right.right.depth,expression.left.right.right.depth,expression.left.right.depth,expression.left.depth,expression.right.op,expression.right.left.op,expression.right.left.left.op,expression.right.left.left.left.leaf,expression.right.left.left.left.depth,expression.right.left.left.right.leaf,expression.right.left.left.right.depth,expression.right.left.left.depth,expression.right.left.right.op,expression.right.left.right.left.leaf,expression.right.left.right.left.depth,expression.right.left.right.right.leaf,expression.right.left.right.right.depth,expression.right.left.right.depth,expression.right.left.depth,expression.right.right.op,expression.right.right.left.op,expression.right.right.left.left.leaf,expression.right.right.left.left.depth,expression.right.right.left.right.leaf,expression.right.right.left.right.depth,expression.right.right.left.depth,expression.right.right.right.op,expression.right.right.right.left.leaf,expression.right.right.right.left.depth,expression.right.right.right.right.leaf,expression.right.right.right.right.depth,expression.right.right.right.depth,expression.right.right.depth,expression.right.depth,expression.depth,binding.L849,binding.L861,binding.L863,binding.L848,binding.L850,binding.L851,binding.L852,binding.L853,binding.L854,binding.L855,binding.L856,binding.L857,binding.L858,binding.L859,binding.L860,binding.L862,flags.cross_company,flags.cross_year,flags.depth3,flags.depth4plus,expression.left.left.leaf,expression.left.right.leaf,expression.right.left.leaf,expression.right.right.leaf,binding.L581,binding.L583,binding.L580,binding.L582,binding.L909,binding.L908,binding.L910,binding.L911,expression.left.left.left.leaf,expression.left.left.right.leaf,expression.left.right.left.leaf,expression.left.right.right.leaf,expression.right.left.left.leaf,expression.right.left.right.leaf,expression.right.right.left.leaf,expression.right.right.right.leaf,binding.L971,binding.L973,binding.L968,binding.L969,binding.L970,binding.L972,binding.L974,binding.L975,binding.L11,binding.L8,binding.L9,binding.L10,binding.L543,binding.L540,binding.L541,binding.L542,binding.L285,binding.L287,binding.L284,binding.L286,binding.L905,binding.L904,binding.L906,binding.L907,binding.L83,binding.L80,binding.L81,binding.L82,binding.L320,binding.L321,binding.L322,binding.L323,binding.L324,binding.L325,binding.L326,binding.L327,binding.L249,binding.L251,binding.L248,binding.L250,binding.L252,binding.L253,binding.L254,binding.L255,binding.L977,binding.L979,binding.L976,binding.L978,binding.L943,binding.L940,binding.L941,binding.L942,binding.L845,binding.L847,binding.L844,binding.L846,binding.L735,binding.L732,binding.L733,binding.L734,binding.L643,binding.L640,binding.L641,binding.L642,expression.left.leaf,expression.right.leaf,binding.L200,binding.L201,binding.L508,binding.L509,binding.L510,binding.L511,binding.L1020,binding.L1021,binding.L494,binding.L495,binding.L460,binding.L461,binding.L278,binding.L279,binding.L384,binding.L385,binding.L632,binding.L633,binding.L488,binding.L489,binding.L880,binding.L881,binding.L762,binding.L763,binding.L476,binding.L477,binding.L692,binding.L693,binding.L924,binding.L925,binding.L132,binding.L133,binding.L134,binding.L135,binding.L626,binding.L627,binding.L800,binding.L801,binding.L528,binding.L529,binding.L736,binding.L737,binding.L738,binding.L739,binding.L70,binding.L71,binding.L984,binding.L985,binding.L204,binding.L205,binding.L826,binding.L827,binding.L600,binding.L601,binding.L602,binding.L603,binding.L490,binding.L491,binding.L484,binding.L485,binding.L260,binding.L261,binding.L258,binding.L259,binding.L398,binding.L399,binding.L964,binding.L965,binding.L560,binding.L561,binding.L44,binding.L45,binding.L274,binding.L275,binding.L526,binding.L527,binding.L164,binding.L165,binding.L347,binding.L344,binding.L345,binding.L346,binding.L712,binding.L713,binding.L314,binding.L315,binding.L650,binding.L651,binding.L746,binding.L747,binding.L262,binding.L263,binding.L864,binding.L865,binding.L306,binding.L307,binding.L670,binding.L671,binding.L578,binding.L579,binding.L952,binding.L953,binding.L276,binding.L277,binding.L574,binding.L575,binding.L210,binding.L211,binding.L530,binding.L531,binding.L86,binding.L87,binding.L76,binding.L77,binding.L810,binding.L811,binding.L628,binding.L629,binding.L444,binding.L445,binding.L504,binding.L505,binding.L506,binding.L507,binding.L152,binding.L153,binding.L438,binding.L439,binding.L990,binding.L991,binding.L470,binding.L471,binding.L890,binding.L891
3,What is the difference between difference between capex for ClearPath Logistics in 2023 and total liabilities for ClearPath Logistics in 2023 scaled by ratio of gross profit for ClearPath Logistics in 2023 to operating expenses for ClearPath Logistics in 2023 and combined value of current liabilities for ClearPath Logistics in 2023 and operating expenses for ClearPath Logistics in 2023 scaled by ratio of operating income for ClearPath Logistics in 2023 to longterm liabilities for ClearPath Logistics in 2023?,-2268642.8179920134,ClearPath Logistics,2023,,difference_amount,amount,"diff(scaled_amount, scaled_amount)",N324,amount,3,['ClearPath Logistics'],['2023'],11,diff,mul,diff,,,,,,0.0,,,,,,0.0,1.0,ratio,,,,,,0.0,,,,,,0.0,1.0,2,mul,sum,,,,,,0.0,,,,,,0.0,1.0,ratio,,,,,,0.0,,,,,,0.0,1.0,2,3,,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,,,,,,81_capex,81_total_liabilities,81_gross_profit,81_operating_expenses,81_current_liabilities,81_operating_expenses,81_operating_income,81_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81_capex,81_total_liabilities,81_gross_profit,81_operating_expenses,81_current_liabilities,81_operating_expenses,81_operating_income,81_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,What is the ratio of difference between current_assets for Meridian Systems Inc in 2025 and operating income for Meridian Systems Inc in 2025 scaled by income tax for Meridian Systems Inc in 2020 to short term investments for Meridian Systems Inc in 2025 scaled by income tax for Meridian Systems Inc in 2025 scaled by ratio of capex for Meridian Systems Inc in 2025 to capex for Meridian Systems Inc in 2025?,-2.545803400903473,Meridian Systems Inc,2025,,ratio_amounts,ratio,"ratio(difference_amount, scaled_amount)",N969,ratio,3,['Meridian Systems Inc'],"['2020', '2025']",12,ratio,diff,sum,,,,,,0.0,,,,,,0.0,1.0,mul,,,,,,0.0,,,,,,0.0,1.0,2,mul,mul,,,,,,0.0,,,,,,0.0,1.0,ratio,,,,,,0.0,,,,,,0.0,1.0,2,3,,,,,,,,,,,,,,,,,False,True,True,False,,,,,,,,,,,,,11_inventories,11_cash,11_operating_income,6_income_tax,11_short_term_investments,11_income_tax,11_capex,11_capex,6_income_tax,11_income_tax,11_inventories,11_cash,11_operating_income,11_short_term_investments,11_capex,11_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,What is the ratio of combined value of current liabilities for Cobalt Semiconductor in 2024 scaled by income tax for Cobalt Semiconductor in 2025 and cost of goods sold for Cobalt Semiconductor in 2024 scaled by income tax for Cobalt Semiconductor in 2024 to combined value of gross profit for Cobalt Semiconductor in 2024 and current liabilities for Cobalt Semiconductor in 2024 scaled by ratio of capex for Cobalt Semiconductor in 2024 to longterm liabilities for Cobalt Semiconductor in 2024?,2.9255712434952255,Cobalt Semiconductor,2024,,ratio_amounts,ratio,"ratio(sum_amount, scaled_amount)",N249,ratio,3,['Cobalt Semiconductor'],"['2024', '2025']",13,ratio,sum,mul,,,,,,0.0,,,,,,0.0,1.0,mul,,,,,,0.0,,,,,,0.0,1.0,2,mul,sum,,,,,,0.0,,,,,,0.0,1.0,ratio,,,,,,0.0,,,,,,0.0,1.0,2,3,,,,,,,,,,,,,,,,,False,True,True,False,,,,,,,,,,,,,70_current_liabilities,71_income_tax,70_cost_of_goods_sold,70_income_tax,70_gross_profit,70_current_liabilities,70_capex,70_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71_income_tax,70_income_tax,70_current_liabilities,70_cost_of_goods_sold,70_gross_profit,70_current_liabilities,70_capex,70_longterm_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,What is the ratio of combined value of difference between current assets for Apex Dynamics Corp in 2025 scaled by income tax for Apex Dynamics Corp in 2022 and combined value of current assets for Apex Dynamics Corp in 2025 and accounts receivable for Apex Dynamics Corp in 2025 and difference between combined value of total assets for Apex Dynamics Corp in 2025 and current assets for Apex Dynamics Corp in 2025 and difference between net income for Apex Dynamics Corp in 2025 and income tax expense for Apex Dynamics Corp in 2025 to combined value of combined value of current assets for Apex Dynamics Corp in 2025 and total liabilities for Apex Dynamics Corp in 2025 and difference between short term investments for Apex Dynamics Corp in 2025 and cost of goods sold for Apex Dynamics Corp in 2025 scaled by ratio of current assets for Apex Dynamics Corp in 2025 scaled by income tax for Apex Dynamics Corp in 2022 to accounts receivable for Apex Dynamics Corp in 2025 scaled by income tax for Apex Dynamics Corp in 2022?,0.15789282381498304,Apex Dynamics Corp,2025,,ratio_amounts,ratio,"ratio(sum_amount, scaled_amount)",N858,ratio,4,['Apex Dynamics Corp'],"['2022', '2025']",14,ratio,sum,diff,mul,5_current_assets,0.0,2_income_tax,0.0,1.0,sum,5_current_assets,0.0,5_accounts_receivable,0.0,1.0,2.0,diff,sum,5_total_assets,0.0,5_current_assets,0.0,1.0,diff,5_net_income,0.0,5_income_tax_expense,0.0,1.0,2.0,3,mul,sum,sum,5_current_assets,0.0,5_total_liabilities,0.0,1.0,diff,5_short_term_investments,0.0,5_cost_of_goods_sold,0.0,1.0,2.0,ratio,mul,5_current_assets,0.0,2_income_tax,0.0,1.0,mul,5_accounts_receivable,0.0,2_income_tax,0.0,1.0,2.0,3,4,2_income_tax,2_income_tax,2_income_tax,5_current_assets,5_current_assets,5_accounts_receivable,5_total_assets,5_current_assets,5_net_income,5_income_tax_expense,5_current_assets,5_total_liabilities,5_short_term_investments,5_cost_of_goods_sold,5_current_assets,5_accounts_receivable,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the difference between capex for SilverLine Retail Inc in 2020 scaled by income tax for SilverLine Retail Inc in 2023 and capex for SilverLine Retail Inc in 2020 scaled by income tax for SilverLine Retail Inc in 2025?,1368.9346609999993,SilverLine Retail Inc,2020,capex,difference_amount,amount,"diff(scaled_amount, scaled_amount)",N973,amount,2,['SilverLine Retail Inc'],"['2020', '2023', '2025']",15,diff,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,42_capex,45_income_tax,42_capex,47_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45_income_tax,47_income_tax,42_capex,42_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of difference between cash for Atlas Global Industries in 2020 and total liabilities for Atlas Global Industries in 2020 to current liabilities for Atlas Global Industries in 2020 scaled by income tax for Atlas Global Industries in 2022?,-6.726886701791862,Atlas Global Industries,2020,,ratio_amounts,ratio,"ratio(difference_amount, scaled_amount)",N936,ratio,2,['Atlas Global Industries'],"['2020', '2022']",16,ratio,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,24_cash,24_total_liabilities,24_current_liabilities,26_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26_income_tax,24_cash,24_total_liabilities,24_current_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of difference between revenue for Orion Financial Group in 2021 and gross profit for Orion Financial Group in 2021 to total equity for Orion Financial Group in 2021 scaled by income tax for Orion Financial Group in 2024?,6.890417898116841,Orion Financial Group,2021,,ratio_amounts,ratio,"ratio(difference_amount, scaled_amount)",N936,ratio,2,['Orion Financial Group'],"['2021', '2024']",17,ratio,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,55_revenue,55_gross_profit,55_total_equity,58_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58_income_tax,55_revenue,55_gross_profit,55_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the difference between combined value of longterm liabilities for Pinnacle Health Group in 2025 and revenue for Pinnacle Health Group in 2025 and gross profit for Pinnacle Health Group in 2025 scaled by income tax for Pinnacle Health Group in 2023?,40002.609248,Pinnacle Health Group,2025,,difference_amount,amount,"diff(sum_amount, scaled_amount)",N9,amount,2,['Pinnacle Health Group'],"['2023', '2025']",18,diff,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,35_longterm_liabilities,35_revenue,35_gross_profit,33_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,33_income_tax,35_longterm_liabilities,35_revenue,35_gross_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the difference between dividends paid for Cobalt Semiconductor in 2023 scaled by income tax for Cobalt Semiconductor in 2023 and cost of goods sold for Cobalt Semiconductor in 2023 scaled by income tax for Cobalt Semiconductor in 2020?,-4208.584613,Cobalt Semiconductor,2023,,difference_amount,amount,"diff(scaled_amount, scaled_amount)",N841,amount,2,['Cobalt Semiconductor'],"['2020', '2023']",19,diff,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,69_dividends_paid,69_income_tax,69_cost_of_goods_sold,66_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69_income_tax,66_income_tax,69_dividends_paid,69_cost_of_goods_sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of current_assets for Pinnacle Health Group in 2025 to revenue for Pinnacle Health Group in 2025 scaled by income tax for Pinnacle Health Group in 2023?,2.2344339652813705,Pinnacle Health Group,2025,,ratio_amounts,ratio,"ratio(aggregate_components, scaled_amount)",N728,ratio,2,['Pinnacle Health Group'],"['2023', '2025']",20,ratio,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,35_cash,35_cash,35_revenue,33_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33_income_tax,35_cash,35_cash,35_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of accounts receivable for Orion Financial Group in 2025 scaled by income tax for Orion Financial Group in 2024 to income tax expense for Orion Financial Group in 2025 scaled by income tax for Orion Financial Group in 2021?,0.8918185316270887,Orion Financial Group,2025,,ratio_amounts,ratio,"ratio(scaled_amount, scaled_amount)",N282,ratio,2,['Orion Financial Group'],"['2021', '2024', '2025']",21,ratio,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,59_accounts_receivable,58_income_tax,59_income_tax_expense,55_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58_income_tax,55_income_tax,59_accounts_receivable,59_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of combined value of longterm liabilities for Titan Consumer Brands in 2020 and non operating expenses for Titan Consumer Brands in 2020 to total equity for Titan Consumer Brands in 2020 scaled by income tax for Titan Consumer Brands in 2025?,1.695109461815197,Titan Consumer Brands,2020,,ratio_amounts,ratio,"ratio(sum_amount, scaled_amount)",N640,ratio,2,['Titan Consumer Brands'],"['2020', '2025']",22,ratio,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,True,False,False,60_longterm_liabilities,60_non_operating_expenses,60_total_equity,65_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65_income_tax,60_longterm_liabilities,60_non_operating_expenses,60_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of longterm assets for Pinnacle Health Group in 2021 to longterm assets for Pinnacle Health Group in 2021?,1.0,Pinnacle Health Group,2021,longterm_assets,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N322,ratio,1,['Pinnacle Health Group'],['2021'],23,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31_longterm_assets,31_longterm_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31_longterm_assets,31_longterm_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of accounts receivable for Atlas Global Industries in 2023 to accounts receivable for Atlas Global Industries in 2023?,1.0,Atlas Global Industries,2023,accounts_receivable,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N197,ratio,1,['Atlas Global Industries'],['2023'],24,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27_accounts_receivable,27_accounts_receivable,27_accounts_receivable,27_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of combined value of income tax expense for ClearPath Logistics in 2022 and revenue for ClearPath Logistics in 2022 to difference between inventories for ClearPath Logistics in 2022 and net income for ClearPath Logistics in 2022?,-10.106369847615676,ClearPath Logistics,2022,,ratio_amounts,ratio,"ratio(sum_amount, difference_amount)",N503,ratio,2,['ClearPath Logistics'],['2022'],25,ratio,sum,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,False,False,False,80_income_tax_expense,80_revenue,80_inventories,80_net_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80_income_tax_expense,80_revenue,80_inventories,80_net_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between total liabilities for SilverLine Retail Inc in 2025 and income tax expense for SilverLine Retail Inc in 2025?,166397.5,SilverLine Retail Inc,2025,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N1012,amount,1,['SilverLine Retail Inc'],['2025'],26,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47_total_liabilities,47_income_tax_expense,,,,,,,47_total_liabilities,47_income_tax_expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between accounts receivable for Atlas Global Industries in 2025 and total assets for Atlas Global Industries in 2025?,-114316.0,Atlas Global Industries,2025,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N487,amount,1,['Atlas Global Industries'],['2025'],27,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29_accounts_receivable,29_total_assets,,,,,,,,,29_accounts_receivable,29_total_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of net income for Orion Financial Group in 2022 to pretax income for Orion Financial Group in 2022?,0.8873568281938325,Orion Financial Group,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N455,ratio,1,['Orion Financial Group'],['2022'],28,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56_net_income,56_pretax_income,,,,,,,,,,,56_net_income,56_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of longterm assets for Quantum Bridge Holdings in 2024 to longterm assets for Quantum Bridge Holdings in 2024?,1.0,Quantum Bridge Holdings,2024,longterm_assets,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N274,ratio,1,['Quantum Bridge Holdings'],['2024'],29,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16_longterm_assets,16_longterm_assets,,,,,,,,,,,,,16_longterm_assets,16_longterm_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
