compiler_pipeline_refactored/output/data/baseline/synthetic_company_data.csvcompany_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2023,89374,32958,46110,11884,0.25824954900899233,111555,33171,70860,22183,7056,3957,8213,8455,5904,10644,7207,755.05,445408
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2024,91983,64502,19974,14501,0.24692681215127155,73012,53407,19605,10029,6190,5362,4705,132031,7169,0,3470,736.84,490457
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2025,98381,69665,4243,9547,0.11678949243240005,271817,87626,33185,8454,6495,4358,88430,47156,4158,836,14273,191.03,418281
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2020,158696,11723,7582,23812,0.25624660992217896,307723,10116,4329,3451,937,266,453,18142,10985,0,3348,623.96,384615
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2021,486911,130009,3017,1102,0.263860234862217,13861,3855,6514,370,1076,936,1495,1346,45287,5642,13184,507.39,416516
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2022,88228,11725,26235,1275,0.29676887030293425,79108,7666,6195,1722,1324,1006,801,42936,489,0,14416,513.93,415210
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2023,19203,9524,156766,4668,0.15401647927748016,511998,9629,5493,2062,1605,1096,719,14588,20589,347,10829,203.84,235031
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2024,20948,9857,1168,4613,0.13636797143153837,37775,26839,10936,3962,2682,1096,1839,6778,562,1739,10829,398.53,229554
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2025,23323,13776,3456,4865,0.11861067011093435,41213,28203,13010,130298,2289,1096,3475,10051,1084,323,10573,441.59,129445
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2020,365060,87910,46110,68643,0.13830819460210894,307723,157361,150362,49146,42355,22596,23220,72096,17841,0,4604,188.93,67659
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2021,98792,87910,36920,23436,0.2659523166305645,282967,28203,179435,9253,23302,9087,16327,50873,30284,8718,11292,66.29,67659
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2022,368281,224247,29590,78160,0.28982512847160624,915627,450869,464758,139886,30058,5002,88430,200151,34132,3921,7480,206.43,470859
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2023,86108,130009,96193,27761,0.25254742087094173,378306,154461,187787,109394,25432,11929,12073,67087,22891,29575,7336,241.16,380292
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2024,461322,153173,44603,47475,0.25824954900899233,457775,325872,131903,33656,23748,2744,14126,103109,11427,9119,11910,761.76,412999
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2025,543407,270410,78109,85996,0.24692681215127155,867099,552699,308925,7412,61295,2246,97839,221593,20820,1142,8111,690.51,295626
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2020,52725,233341,32151,111471,0.1941001646503267,511998,376312,149482,35803,54576,23923,40367,102662,4494,19845,10085,117.69,168253
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2021,617154,346744,147524,15645,0.2552456458648671,729677,390165,42743,73785,23302,19238,20239,193924,39132,244,6257,66.29,168253
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2022,698498,406130,141095,63362,0.20984392781706634,494264,295198,291813,90754,36422,59502,58524,91460,44751,4401,8329,88.17,118909
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2023,821168,416867,13533,13156,0.19967510094143903,707950,443192,264758,63824,101392,61459,31236,171877,76984,20412,7673,117.69,432693
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2024,818992,536852,40902,193978,0.28982512847160624,637517,174646,264758,60999,80829,80451,50077,94355,38992,0,1131,441.59,230396
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2025,827261,27804,26235,135968,0.2015475351619313,672213,198105,474108,130298,91431,39955,43056,82396,81457,2745,7480,761.76,203515
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2020,189603,109216,11229,37262,0.10306951958305213,339437,142977,60836,82616,7623,13280,15989,171877,4243,405,4996,544.37,269143
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2021,190597,110939,43358,28130,0.208203202539532,63474,88419,125475,12598,13101,5500,4148,43731,14545,1968,1598,145.6,282678
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2022,821168,125778,10830,21527,0.18763691460154197,298285,174646,123639,53690,10261,3373,28435,32600,10581,14599,8789,197.27,320763
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2023,185506,111318,42626,26537,0.25824954900899233,194061,132261,52979,46177,25742,6556,28078,27315,8194,129,14991,684.87,295626
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2024,19203,87910,20795,36163,0.10438791957191301,146966,84920,216730,4671,24096,10653,21502,111529,16500,14599,3805,303.06,118909
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2025,340508,86886,19190,14812,0.25111546474833546,178551,499181,56894,1722,10838,8825,2771,54399,10723,1270,3470,285.67,166726
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2020,87989,47755,21496,13741,0.10438791957191301,67863,33826,34037,14348,7759,5962,7772,11321,8538,165,2197,121.5,430770
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2021,98792,73202,24051,20837,0.17315500988111326,79108,19965,59143,11712,8445,7867,8237,14619,9407,0,1714,198.55,24748
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2022,115348,63745,26882,10874,0.1126434082320391,89512,65676,23836,8636,9324,2433,12753,21416,3204,2421,14519,121.5,229554
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2023,127775,144323,30563,17100,0.24845380295306316,67863,154461,42736,13631,11364,28424,37697,39879,7088,0,14263,686.53,54181
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2024,142085,77438,34892,17297,0.1796279285488746,269218,104036,24537,58304,12144,8221,26878,41540,11785,87,12782,113.85,284466
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2025,133448,85983,12525,12436,0.2744866082170515,192213,79040,199066,25815,5376,4358,5816,22329,4532,14517,9950,66.29,55441
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2020,428824,131692,44200,32313,0.22179898311061305,915627,314922,23836,126394,32678,12797,72012,96173,5021,164,13640,532.24,79661
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2021,471764,152972,117808,103533,0.18525472385599834,1098264,87626,340707,140121,61295,9166,23220,213289,31528,1212,2524,345.93,300709
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2022,472978,249495,64344,22854,0.12288281448601593,435661,692670,118715,65913,59855,18939,58524,112026,24547,17554,10971,260.35,159699
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2023,56007,341879,39324,67921,0.11824495767320974,403472,692670,472468,225815,36229,12620,21435,338824,34511,19845,6221,700.78,470859
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2024,486911,346744,13623,52356,0.27640963131858676,1147507,10116,429776,73487,42955,45127,67721,279245,20589,165,3470,351.85,315835
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2025,552586,320376,102226,89159,0.22179898311061305,221577,347347,159893,18448,37204,38161,70514,117318,17384,2305,9894,240.23,371780
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2020,17176,25283,7582,4390,0.1623274739408433,206070,57819,20346,12598,6914,17238,9038,15174,2744,454,11910,491.55,210021
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2021,88228,28022,6287,19695,0.14274028019782006,52203,33030,19173,5108,3277,4147,922,9946,8174,1270,10936,612.07,64392
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2022,55948,75117,26235,8757,0.20156569939868368,14445,39076,112562,6222,16808,3218,4097,14260,2520,347,1322,332.47,57793
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2023,15631,148142,13623,4726,0.2895228618653495,65727,547777,20787,7204,4686,912,6816,15734,5021,238,10936,188.93,70566
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2024,468895,109216,8231,4681,0.2552456458648671,73095,54291,18685,12572,2888,1029,3350,34392,20589,409,1223,761.76,315835
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2025,55356,59873,141095,26537,0.24845380295306316,224505,38625,4329,5223,7589,1873,3697,14184,4634,13014,8912,291.27,41724
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2020,214045,144323,13987,47700,0.23564357858670687,206207,128949,82029,27177,20427,17743,27925,46735,15443,833,6496,388.37,168253
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2021,200629,69533,46110,23812,0.20156569939868368,221577,96102,125475,18724,16808,5363,18432,27839,24547,6908,6191,280.62,300954
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2022,228915,135355,14463,15773,0.2356758689680162,357135,247385,109750,62300,29904,18073,20239,97887,10985,2738,14519,563.31,199019
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2023,248741,179616,39324,31176,0.2744866082170515,194965,43130,62704,33656,7759,19597,16318,8455,12175,1270,5503,35.24,153236
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,516553,83722,28101,22854,0.14602214321533194,224505,81788,142717,44810,48131,6043,3431,27333,5904,24652,1223,285.67,227064
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334916,222408,27834,46063,0.1821717222993067,301282,146089,155193,38481,22939,26091,21948,56026,28364,4401,10711,140.59,187081
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,516553,220463,65279,80320,0.2932536306411895,403472,286976,116496,12572,33576,24991,47075,111529,34511,4365,12782,241.16,382743
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,514684,364081,40902,70766,0.23564357858670687,73012,547777,360843,53690,21960,9802,72945,169233,25731,11008,520,745.7,420392
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,543407,372136,43967,60901,0.2659523166305645,90463,717731,13010,92533,48131,7697,10537,63198,36245,22107,10936,429.3,315835
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,567556,247181,33798,26537,0.2932536306411895,668865,106446,418219,153259,56571,5472,54949,91460,30840,8963,9261,203.84,211201
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,627730,212503,153750,39883,0.24286310983349252,690729,516676,174053,62300,10838,17238,68378,255889,13370,17869,4986,285.67,367806
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,687937,445216,135549,80147,0.13636797143153837,720190,514214,165182,49347,81118,35796,23220,209765,16500,7817,11665,374.28,150254
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,19203,8665,51889,21527,0.25254742087094173,533633,152160,381473,14348,31783,27044,8908,62984,34132,22107,6611,329.02,321870
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,0.1734693853919364,437826,94541,24969,21092,45367,18920,65373,15734,15521,14517,4986,272.69,55441
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,616787,231289,85599,85996,0.24536287914222057,442481,292999,18575,55614,64113,28424,7978,122414,37653,26228,11273,140.59,20415
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,714010,432076,98272,53726,0.14719907608407046,234572,67361,291813,158784,7589,17260,48515,127801,18672,19677,8912,314.01,160621
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,712606,521794,39324,62146,0.29731493192849723,111555,194929,315442,102325,78674,24991,48824,82551,25664,28424,2122,670.56,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,797935,597468,169244,3812,0.29731493192849723,724468,499181,113173,109394,55086,35247,23220,112026,27072,0,5486,66.29,492641
