compiler_pipeline_refactored/output/data/baseline/synthetic_company_data.csvcompany_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2021,125354,83340,,26008,0.12161912528059143,,67361,,7348,15250,,4908,30234,2744,244,,,432855
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2022,149263,63527,26613,19395,0.296229937439652,,,,8761,20455,2745,22901,37004,8174,1212,10955,,
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2023,158696,75117,26235,16019,0.24175705676683412,,387126,,78005,17765,8748,54586,132031,11607,,5020,261.42,
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2024,177982,77448,19909,23436,,271817,106446,,33297,23856,,37074,42991,11361,5642,106,240.23,
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2025,192647,114551,27548,,0.14274028019782006,221989,,59464,45536,10975,3554,18239,,,2745,11292,543.14,116197
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2020,72714,,12525,,0.19108323367601782,53334,,,10029,5701,,1635,,6460,0,,,113326
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2021,,51057,11900,13446,0.28349400289108806,,74292,112562,,7753,4731,10169,32600,,871,13391,,453893
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2022,,32332,19341,12182,0.2503553573001023,,34053,32471,13377,7696,1652,4762,14588,,,,,79661
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2023,89374,32958,8293,11884,0.1661762782076167,104031,,,,7056,3957,14819,,5904,10644,7207,755.05,152813
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2024,91983,64502,19974,14501,0.24692681215127155,,,,10033,6190,5362,,22282,,0,12624,736.84,
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2025,,,16565,,0.11678949243240005,,,33185,8454,6495,4358,,29300,,0,14273,345.93,418281
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2020,,11723,1876,2814,,14445,10116,4329,,937,,,2848,1018,,3348,,
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2021,15115,,,1102,0.263860234862217,10369,3855,6514,370,1076,,1495,,,,10390,507.39,55441
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2022,,11725,2921,1275,0.29676887030293425,,7666,6195,,1324,,801,3545,489,290,14416,,415210
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2023,19203,9524,3778,4668,0.15401647927748016,,9629,5493,2062,1605,1096,719,,517,347,13236,,235031
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2024,20948,,1168,,,,26839,10936,,2682,,1839,6778,,,10829,398.53,
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2025,23323,,3456,4865,,41213,28203,13010,4013,2289,1123,3475,,,,10573,,129445
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2020,365060,231556,87678,,,307723,157361,150362,49146,42355,22596,45319,72096,,,4604,570.79,67659
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2021,,110507,36920,81319,0.2275739310211855,282967,103532,179435,9253,23302,9087,16327,50873,30284,8718,,66.29,248415
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2022,368281,224247,29590,78160,0.28982512847160624,915627,450869,464758,139886,30058,21863,88430,200151,34132,3921,4531,476.99,
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2023,397455,130009,96193,27761,0.25254742087094173,378306,,187787,18106,25432,11929,12073,67087,22891,29575,586,241.16,
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2024,461322,153173,44603,47475,,457775,325872,131903,,23748,,14126,103109,11427,9119,,482.11,412999
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2025,543407,,,,0.18050170383256112,867099,,,109521,,36674,97839,221593,20820,1142,10147,,295626
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2020,553885,233341,,,0.1941001646503267,511998,376312,135686,35803,54576,,,102662,25847,19845,,,168253
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2021,617154,,147524,,0.21001932179435656,729677,390165,339512,73785,84561,19238,59865,193924,39132,15204,6257,162.25,
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2022,698498,406130,141095,63362,,494264,,199066,90754,36422,59502,47075,91460,44751,4401,8329,88.17,496167
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2023,821168,416867,60350,177724,,,443192,,,101392,61459,31236,171877,,,7673,,
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2024,818992,,,193978,,,,308925,60999,80829,80451,50077,94355,,0,8324,,
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2025,827261,,156766,,,,,474108,130298,91431,39955,43056,82396,81457,60542,,,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2020,,109216,11229,,0.10306951958305213,339437,246479,,82616,7623,13280,15989,100025,4243,405,4996,544.37,269143
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2021,190597,110939,43358,28130,0.208203202539532,,88419,,33062,13101,,4148,43731,14545,1968,1598,145.6,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2022,,78889,10830,21527,0.18613735757108002,,174646,123639,53690,10261,3373,28435,60364,,14599,8789,197.27,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2023,185506,,42626,26537,,194061,64638,,46177,25742,6556,28078,27315,8194,774,14991,684.87,57793
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2024,190474,87910,20795,,0.10438791957191301,146966,84920,,4671,24096,10653,21502,40562,16500,,13554,,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2025,218005,,19190,21828,,,121657,56894,10729,10838,,2771,54399,10723,,2058,,166726
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2020,87989,47755,21496,13741,0.2826973948963394,67863,33826,34037,14348,7759,5962,7772,11321,8538,165,2197,,430770
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2021,98792,,24051,20837,0.17315500988111326,79108,19965,59143,11712,8445,7867,8237,7909,9407,0,1714,198.55,17387
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2022,115348,63745,26882,10874,,89512,65676,,8636,9324,2433,12753,21416,3204,2421,,121.5,229554
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2023,127775,,30563,17100,,263222,154461,108761,13631,11364,5922,37697,39879,7088,0,14263,686.53,
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2024,142085,77438,34892,17297,,269218,104036,,58304,12144,8221,26878,41540,11785,87,,,284466
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2025,133448,85983,12201,12436,,,,113173,43847,5376,11315,5816,22329,4532,,9950,35.24,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2020,428824,131692,44200,32313,0.18419211138201583,982687,314922,,,32678,12797,,96173,33525,,13640,532.24,154307
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2021,,148142,117808,103533,,,757557,,,,9166,,213289,,,10711,,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2022,472978,249495,64344,,,435661,,118715,65913,59855,18939,58524,112026,24547,17554,10971,,159699
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2023,468895,,,67921,,1165138,,472468,225815,36229,12620,21435,338824,,,,700.78,470859
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2024,486911,346744,29355,52356,,1147507,717731,429776,73487,42955,45127,67721,279245,,,,351.85,282678
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2025,552586,320376,102226,89159,,,,159893,,37204,38161,70514,,17384,,,69.62,371780
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2020,,25283,7582,,,,57819,20346,12598,6914,1017,9038,,2987,,,491.55,
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2021,,28022,,3812,0.23564357858670687,52203,33030,,5108,3277,4147,922,,4299,,11486,242.22,64392
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2022,,,4243,8757,0.14602214321533194,57651,39076,18575,6222,,3218,,14260,,408,6496,,
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2023,56007,27010,,4726,0.2895228618653495,65727,,20787,,,912,4666,,5021,238,11212,188.93,
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2024,52725,30842,8231,,,,54291,18804,12572,2888,1029,3350,15928,4257,409,,761.76,315835
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2025,,,9183,,0.27640963131858676,,38625,13033,5223,7589,1873,3697,14184,4634,953,8912,291.27,41724
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2020,,,13987,47700,0.27105867429121805,,128949,77258,27177,,17743,27925,46735,15443,,4891,388.37,
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2021,200629,69533,46110,23812,,221577,96102,125475,18724,16808,5363,18432,27839,8553,6908,6191,,300954
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2022,228915,135355,14463,15773,,,247385,109750,62300,29904,18073,20239,,10985,2738,,,199019
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2023,248741,,27838,31176,0.2583323915727087,194965,132261,62704,,28326,19597,16318,54426,12175,1270,,156.51,
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,294845,152972,28101,22854,0.11543301686017526,,,142717,,36417,20633,3431,27333,8988,24652,5713,,416516
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334916,222408,27834,46063,0.1821717222993067,301282,146089,155193,38481,22939,26091,21948,56026,,3909,,670.56,187081
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,,,65279,80320,0.2932536306411895,403472,286976,,,33576,,53410,111529,45287,4365,12782,,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,514684,364081,40902,70766,,,547777,,,21960,9802,72945,169233,25731,11008,,,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,567176,372136,43967,,0.2659523166305645,,201280,298308,92533,48131,7697,10537,,36245,22107,10936,,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,,247181,33798,76033,0.2587798217278876,668865,250646,418219,153259,56571,5472,54949,77822,30840,8963,,,211201
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,627730,212503,153750,,0.2052118890644341,690729,516676,174053,,49619,17238,68378,,13370,17869,11849,285.67,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,687937,445216,,80147,0.10886713765904164,720190,,205976,49347,81118,35796,77316,209765,17231,7817,,,
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,463236,204759,51889,,0.26308121613119645,533633,152160,381473,91955,31783,27044,8908,,,11801,6611,329.02,222670
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,,437826,221096,216730,21092,45367,18920,65373,,15521,14517,4986,247.08,225728
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,,231289,85599,85996,,,292999,149482,55614,64113,28424,7978,122414,,26228,,140.59,
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,714010,,98272,,0.14719907608407046,,,291813,158784,30873,17260,48515,127801,18672,19677,,303.06,
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,712606,521794,39324,,0.2035490548416784,,,315442,102325,78674,24991,48824,,,28424,,,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,,,169244,194307,0.29731493192849723,724468,499181,,109394,55086,35247,23220,213345,27072,0,5486,191.03,492641
