question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value
11,0,What is accounts receivable for Orion Financial Group in 2024?,58_accounts_receivable,"{""leaf"": ""58_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",12144.0,0,0,0,454703166,626361667,2345,0.338,0,1,1,58_accounts_receivable,accounts_receivable,accounts receivable,Orion Financial Group,2024,USD,12144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,What is operating expenses for Cobalt Semiconductor in 2020?,66_operating_expenses,"{""leaf"": ""66_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",7582.0,0,0,0,802476304,89480432,2345,0.577,0,1,1,66_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2020,USD,7582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,"What is the maximum of total liabilities for Atlas Global Industries in 2023, scaled by income tax for Atlas Global Industries in 2023 and total liabilities for Atlas Global Industries in 2021, scaled by income tax for Atlas Global Industries in 2021?","max(mul(27_total_liabilities, 27_income_tax), mul(25_total_liabilities, 25_income_tax))","{""op"": ""max"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""27_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""27_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""25_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""25_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""max"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}, ""over_years_group"": ""Y2""}",21061.33646278471,2,2,2,638629436,77335363,2345,0.451,3,4,4,27_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2023,USD,33171,27_income_tax,income_tax,income tax,Atlas Global Industries,2023,ratio,0.1661762782076167,25_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2021,USD,74292,25_income_tax,income_tax,income tax,Atlas Global Industries,2021,ratio,0.283494002891088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,What is the difference between total liabilities for Cobalt Semiconductor in 2025 and non operating expenses for Cobalt Semiconductor in 2025?,"diff(71_total_liabilities, 71_non_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""71_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""71_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",28316.0,1,1,1,519320689,658481818,2345,0.322,1,2,2,71_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2025,USD,38625,71_non_operating_expenses,non_operating_expenses,non operating expenses,Cobalt Semiconductor,2025,USD,10309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,What is total assets for Apex Dynamics Corp in 2025?,5_total_assets,"{""leaf"": ""5_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",161367.0,3,0,0,185357697,828192259,2345,0.671,0,1,1,5_total_assets,total_assets,total assets,Apex Dynamics Corp,2025,USD,161367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,What is total equity for Cobalt Semiconductor in 2024?,70_total_equity,"{""leaf"": ""70_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",18804.0,3,0,0,868435052,622027158,2345,0.434,0,1,1,70_total_equity,total_equity,total equity,Cobalt Semiconductor,2024,USD,18804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,"What is the difference between the sum of accounts receivable for Apex Dynamics Corp in 2024 and current liabilities for Apex Dynamics Corp in 2024 and operating expenses for Apex Dynamics Corp in 2024, scaled by income tax for Apex Dynamics Corp in 2024?","diff(sum(4_accounts_receivable, 4_current_liabilities), mul(4_operating_expenses, 4_income_tax))","{""op"": ""diff"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""4_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""4_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""4_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""4_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}}",28395.204995863063,2,2,2,698675754,16258360,2345,0.336,3,4,4,4_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2024,USD,4495,4_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2024,USD,25829,4_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2024,USD,13533,4_income_tax,income_tax,income tax,Apex Dynamics Corp,2024,ratio,0.1425253088108281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,What is cash for Pinnacle Health Group in 2023?,33_cash,"{""leaf"": ""33_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",2062.0,0,0,0,336146424,907016594,2345,0.366,0,1,1,33_cash,cash,cash,Pinnacle Health Group,2023,USD,2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,What is operating expenses for Pacific Crest Energy in 2025?,53_operating_expenses,"{""leaf"": ""53_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",19190.0,0,0,0,432085959,619864769,2345,0.512,0,1,1,53_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2025,USD,19190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,What is the minimum of current liabilities for Pacific Crest Energy using the values from 2021 and 2022?,"min(49_current_liabilities, 50_current_liabilities)","{""op"": ""min"", ""left"": {""leaf"": ""49_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""50_current_liabilities"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""min"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}",43731.0,1,1,1,986244822,651902315,2345,0.588,1,2,2,49_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2021,USD,43731,50_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2022,USD,60364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,What is total equity for Ironclad Manufacturing in 2025?,41_total_equity,"{""leaf"": ""41_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",314401.0,0,0,0,497781879,747183949,2345,0.492,0,1,1,41_total_equity,total_equity,total equity,Ironclad Manufacturing,2025,USD,314401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,What is the maximum of revenue for Apex Dynamics Corp using the values from 2022 and 2025?,"max(5_revenue, 2_revenue)","{""op"": ""max"", ""left"": {""leaf"": ""5_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""max"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}",79389.0,1,1,1,921247098,800245682,2345,0.318,1,2,2,5_revenue,revenue,revenue,Apex Dynamics Corp,2025,USD,79389,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,USD,79022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,What is non operating expenses for Pinnacle Health Group in 2024?,34_non_operating_expenses,"{""leaf"": ""34_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",4612.0,0,0,0,960798823,275725212,2345,0.472,0,1,1,34_non_operating_expenses,non_operating_expenses,non operating expenses,Pinnacle Health Group,2024,USD,4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,What is gross profit for Titan Consumer Brands in 2021?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""61_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""61_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""family"": ""amount"", ""concept_depth"": 1, ""context_group"": ""C0"", ""entity_group"": ""E1""}",323622.0,1,0,1,421501741,697862280,2345,0.468,0,1,2,61_revenue,revenue,revenue,Titan Consumer Brands,2021,USD,471764,61_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2021,USD,148142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,What is the sum of the average of operating expenses for Apex Dynamics Corp using the values from 2021 and 2025 and gross profit for Apex Dynamics Corp in 2022?,"sum(avg(5_operating_expenses, 1_operating_expenses), gross_profit)","{""op"": ""sum"", ""left"": {""op"": ""avg"", ""left"": {""leaf"": ""5_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""1_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""2_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}","{""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""sum"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""avg"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""family"": ""amount"", ""concept_depth"": 1, ""context_group"": ""C0"", ""entity_group"": ""E1""}}",44176.5,2,2,2,313184064,994772748,2345,0.637,2,3,4,5_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2025,USD,15970,1_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2021,USD,6461,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,USD,79022,2_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2022,USD,46061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,What is accounts receivable for Quantum Bridge Holdings in 2021?,13_accounts_receivable,"{""leaf"": ""13_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",10585.0,2,0,0,266352732,366846521,2345,0.493,0,1,1,13_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2021,USD,10585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,"What is operating expenses for Meridian Systems Inc in 2023, scaled by income tax for Meridian Systems Inc in 2023?","mul(9_operating_expenses, 9_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""9_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""9_income_tax"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}",1824.322909798859,1,1,1,311189293,978690846,2345,0.61,1,2,2,9_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2023,USD,15975,9_income_tax,income_tax,income tax,Meridian Systems Inc,2023,ratio,0.1141986172018065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,What is total liabilities for SilverLine Retail Inc in 2024?,46_total_liabilities,"{""leaf"": ""46_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",328593.0,0,0,0,95137358,188220471,2345,0.412,0,1,1,46_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2024,USD,328593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,What is the difference between cash for NovaStar Technologies in 2020 and operating expenses for NovaStar Technologies in 2020?,"diff(18_cash, 18_operating_expenses)","{""op"": ""diff"", ""left"": {""leaf"": ""18_cash"", ""depth"": 0}, ""right"": {""leaf"": ""18_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",1995.0,1,1,1,584711632,187776776,2345,0.492,1,2,2,18_cash,cash,cash,NovaStar Technologies,2020,USD,24222,18_operating_expenses,operating_expenses,operating expenses,NovaStar Technologies,2020,USD,22227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,"What is total assets for SilverLine Retail Inc in 2022, scaled by income tax for SilverLine Retail Inc in 2022, scaled by the growth in dividends paid for SilverLine Retail Inc from 2020 to 2025?","mul(mul(44_total_assets, 44_income_tax), growth(47_dividends_paid, 42_dividends_paid))","{""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""44_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""44_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""47_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""42_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""kind"": ""node"", ""node_id"": ""N2"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 2, ""left"": {""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""mul"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""ratio"", ""semantic_type_in"": [""ratio"", ""rate""], ""entity_group"": ""E1""}}, ""right"": {""kind"": ""node"", ""node_id"": ""N1"", ""op"": ""growth"", ""family"": ""ratio"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L2"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L3"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}}",207732.93743318034,2,2,2,431551887,28846119,2345,0.626,3,4,4,44_total_assets,total_assets,total assets,SilverLine Retail Inc,2022,USD,494265,44_income_tax,income_tax,income tax,SilverLine Retail Inc,2022,ratio,0.2098439278170663,47_dividends_paid,dividends_paid,dividends paid,SilverLine Retail Inc,2025,USD,123141,42_dividends_paid,dividends_paid,dividends paid,SilverLine Retail Inc,2020,USD,41008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,What is dividends paid for Pacific Crest Energy in 2025?,53_dividends_paid,"{""leaf"": ""53_dividends_paid"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",1558.0,1,0,0,39552529,607093683,2345,0.604,0,1,1,53_dividends_paid,dividends_paid,dividends paid,Pacific Crest Energy,2025,USD,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,What is the minimum of total assets for ClearPath Logistics using the values from 2021 and 2024?,"min(79_total_assets, 82_total_assets)","{""op"": ""min"", ""left"": {""leaf"": ""79_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""82_total_assets"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""min"", ""family"": ""amount"", ""depth"": 1, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C4"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C5"", ""entity_group"": ""E1"", ""time_series_group"": ""Y2"", ""concept_group"": ""T3""}, ""over_years_group"": ""Y2""}",690728.0,1,1,1,974574290,745442384,2345,0.575,1,2,2,79_total_assets,total_assets,total assets,ClearPath Logistics,2021,USD,908620,82_total_assets,total_assets,total assets,ClearPath Logistics,2024,USD,690728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,What is the difference between capex for Quantum Bridge Holdings in 2020 and cost of goods sold for Quantum Bridge Holdings in 2020?,"diff(12_capex, 12_cost_of_goods_sold)","{""op"": ""diff"", ""left"": {""leaf"": ""12_capex"", ""depth"": 0}, ""right"": {""leaf"": ""12_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""node"", ""node_id"": ""N0"", ""op"": ""diff"", ""family"": ""amount"", ""depth"": 3, ""left"": {""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}, ""right"": {""kind"": ""leaf"", ""name"": ""L1"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}}",-31599.0,3,1,1,26269280,897388049,2345,0.321,1,2,2,12_capex,capex,capex,Quantum Bridge Holdings,2020,USD,6279,12_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2020,USD,37878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,What is total equity for Crimson Pharmaceuticals in 2020?,84_total_equity,"{""leaf"": ""84_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""name"": ""L0"", ""family"": ""amount"", ""semantic_type_in"": [""amount""], ""context_group"": ""C0"", ""entity_group"": ""E1""}",381473.0,1,0,0,279095838,136427695,2345,0.304,0,1,1,84_total_equity,total_equity,total equity,Crimson Pharmaceuticals,2020,USD,381473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,What is gross profit for Apex Dynamics Corp in 2021?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""1_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""1_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""family"": ""amount"", ""concept_depth"": 1, ""context_group"": ""C0"", ""entity_group"": ""E1""}",28273.0,2,0,1,892387153,681971938,2345,0.488,0,1,2,1_revenue,revenue,revenue,Apex Dynamics Corp,2021,USD,78857,1_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2021,USD,50584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
