question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value
12,5,calculate the the minimum of total liabilities for SilverLine Retail Inc using values from 2020 through 2025.,,big_numbers,,"min(min(min(min(min(42_total_liabilities, 43_total_liabilities), 44_total_liabilities), 45_total_liabilities), 46_total_liabilities), 47_total_liabilities)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""42_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""43_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_total_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_total_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""46_total_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""47_total_liabilities"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",19810503.0,5,0,5,208086753,323324427,100,0.143,0,1,6,42_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2020,M_USD,37631148.0,43_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2021,M_USD,39016548.0,44_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2022,M_USD,29519800.0,45_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2023,M_USD,44319237.0,46_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2024,M_USD,32859215.0,47_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2025,M_USD,19810503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,state the the minimum of total assets for Pinnacle Health Group using values from 2020 through 2025.,,big_numbers,,"min(min(min(min(min(30_total_assets, 31_total_assets), 32_total_assets), 33_total_assets), 34_total_assets), 35_total_assets)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""30_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""31_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""32_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""33_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""34_total_assets"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""35_total_assets"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",1036957.0,5,0,5,327894019,324718252,100,0.422,0,1,6,30_total_assets,total_assets,total assets,Pinnacle Health Group,2020,M_USD,1444545.0,31_total_assets,total_assets,total assets,Pinnacle Health Group,2021,M_USD,1036957.0,32_total_assets,total_assets,total assets,Pinnacle Health Group,2022,M_USD,1386057.0,33_total_assets,total_assets,total assets,Pinnacle Health Group,2023,M_USD,1512240.0,34_total_assets,total_assets,total assets,Pinnacle Health Group,2024,M_USD,3777597.0,35_total_assets,total_assets,total assets,Pinnacle Health Group,2025,M_USD,4121351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5,what is the value of the average current liabilities for Atlas Global Industries across years 2021 through 2025?,,big_numbers,,"ratio(sum(sum(sum(sum(25_current_liabilities, 26_current_liabilities), 27_current_liabilities), 28_current_liabilities), 29_current_liabilities), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""25_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""26_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""27_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""28_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""29_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",2144507.4,5,0,5,912040303,736746385,100,0.514,0,1,5,25_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2021,M_USD,3260049.0,26_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2022,M_USD,1458807.0,27_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2023,M_USD,845467.0,28_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2024,M_USD,2228216.0,29_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2025,M_USD,2929998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5,What do we obtain as the average cash for Crimson Pharmaceuticals across years 2020 through 2024 ?,,big_numbers,,"ratio(sum(sum(sum(sum(84_cash, 85_cash), 86_cash), 87_cash), 88_cash), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""84_cash"", ""depth"": 0}, ""right"": {""leaf"": ""85_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_cash"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",8595396.6,5,0,5,726854480,208215813,100,0.536,0,1,5,84_cash,cash,cash,Crimson Pharmaceuticals,2020,M_USD,9195466.0,85_cash,cash,cash,Crimson Pharmaceuticals,2021,M_USD,2109210.0,86_cash,cash,cash,Crimson Pharmaceuticals,2022,M_USD,5561410.0,87_cash,cash,cash,Crimson Pharmaceuticals,2023,M_USD,15878364.0,88_cash,cash,cash,Crimson Pharmaceuticals,2024,M_USD,10232533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,State the sum of longterm assets and pretax income for Pinnacle Health Group in 2024 .,,big_numbers,,"sum(longterm_assets, pretax_income)","{""op"": ""sum"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""34_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""34_cash"", ""depth"": 0}, ""right"": {""leaf"": ""34_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""34_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""34_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""34_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""34_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""34_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",3350859.0,5,1,5,961810328,158392252,100,0.216,1,2,9,34_total_assets,total_assets,total assets,Pinnacle Health Group,2024,M_USD,3777597.0,34_cash,cash,cash,Pinnacle Health Group,2024,M_USD,396174.0,34_accounts_receivable,accounts_receivable,accounts receivable,Pinnacle Health Group,2024,M_USD,268207.0,34_inventories,inventories,inventories,Pinnacle Health Group,2024,M_USD,109566.0,34_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2024,M_USD,183884.0,34_revenue,revenue,revenue,Pinnacle Health Group,2024,M_USD,2094843.0,34_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2024,M_USD,985718.0,34_operating_expenses,operating_expenses,operating expenses,Pinnacle Health Group,2024,M_USD,116767.0,34_non_operating_expenses,non_operating_expenses,non operating expenses,Pinnacle Health Group,2024,M_USD,461265.0,,,,,,,,,,,,,,
17,5,compute the average cost of goods sold for Quantum Bridge Holdings across years 2020 through 2024,,big_numbers,,"ratio(sum(sum(sum(sum(12_cost_of_goods_sold, 13_cost_of_goods_sold), 14_cost_of_goods_sold), 15_cost_of_goods_sold), 16_cost_of_goods_sold), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""12_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""13_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""15_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""16_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",3949780.6,5,0,5,121895402,96540093,100,0.274,0,1,5,12_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2020,M_USD,3787820.0,13_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2021,M_USD,5987297.0,14_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2022,M_USD,3531076.0,15_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2023,M_USD,2849785.0,16_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2024,M_USD,3592925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5,Which quantity is given by the average revenue for Ironclad Manufacturing across years 2021 through 2025?,,big_numbers,,"ratio(sum(sum(sum(sum(37_revenue, 38_revenue), 39_revenue), 40_revenue), 41_revenue), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""37_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""38_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""39_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""40_revenue"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""41_revenue"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",42219483.4,5,0,5,148120075,490726484,100,0.126,0,1,5,37_revenue,revenue,revenue,Ironclad Manufacturing,2021,M_USD,34050765.0,38_revenue,revenue,revenue,Ironclad Manufacturing,2022,M_USD,36828147.0,39_revenue,revenue,revenue,Ironclad Manufacturing,2023,M_USD,39745535.0,40_revenue,revenue,revenue,Ironclad Manufacturing,2024,M_USD,46132240.0,41_revenue,revenue,revenue,Ironclad Manufacturing,2025,M_USD,54340730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,What does the following give: sum of longterm assets and current assets for Crimson Pharmaceuticals in 2022?,,big_numbers,,"sum(longterm_assets, current_assets)","{""op"": ""sum"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""86_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""86_cash"", ""depth"": 0}, ""right"": {""leaf"": ""86_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""86_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""86_cash"", ""depth"": 0}, ""right"": {""leaf"": ""86_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""86_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",44248126.0,5,1,5,515242650,483506083,100,0.434,1,2,9,86_total_assets,total_assets,total assets,Crimson Pharmaceuticals,2022,M_USD,44248126.0,86_cash,cash,cash,Crimson Pharmaceuticals,2022,M_USD,5561410.0,86_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2022,M_USD,6411315.0,86_inventories,inventories,inventories,Crimson Pharmaceuticals,2022,M_USD,2842362.0,86_short_term_investments,short_term_investments,short term investments,Crimson Pharmaceuticals,2022,M_USD,797799.0,86_cash,cash,cash,Crimson Pharmaceuticals,2022,M_USD,5561410.0,86_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2022,M_USD,6411315.0,86_inventories,inventories,inventories,Crimson Pharmaceuticals,2022,M_USD,2842362.0,86_short_term_investments,short_term_investments,short term investments,Crimson Pharmaceuticals,2022,M_USD,797799.0,,,,,,,,,,,,,,
20,5,whats the value of the the maximum of operating expenses for ClearPath Logistics using values from 2020 through 2025?,,big_numbers,,"max(max(max(max(max(78_operating_expenses, 79_operating_expenses), 80_operating_expenses), 81_operating_expenses), 82_operating_expenses), 83_operating_expenses)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""78_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""79_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""82_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""83_operating_expenses"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",15375048.0,5,0,5,704324414,127000087,100,0.587,0,1,6,78_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2020,M_USD,6527917.0,79_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2021,M_USD,4090182.0,80_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2022,M_USD,4396747.0,81_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2023,M_USD,3379787.0,82_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2024,M_USD,15375048.0,83_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2025,M_USD,13554928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5,which value corresponds to the the minimum of total assets for Helix BioSciences using values from 2020 through 2025?,,big_numbers,,"min(min(min(min(min(72_total_assets, 73_total_assets), 74_total_assets), 75_total_assets), 76_total_assets), 77_total_assets)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""72_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""73_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""74_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""76_total_assets"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""77_total_assets"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",19496555.0,5,0,5,594342722,535739188,100,0.48,0,1,6,72_total_assets,total_assets,total assets,Helix BioSciences,2020,M_USD,20620661.0,73_total_assets,total_assets,total assets,Helix BioSciences,2021,M_USD,22157741.0,74_total_assets,total_assets,total assets,Helix BioSciences,2022,M_USD,35713429.0,75_total_assets,total_assets,total assets,Helix BioSciences,2023,M_USD,19496555.0,76_total_assets,total_assets,total assets,Helix BioSciences,2024,M_USD,22450439.0,77_total_assets,total_assets,total assets,Helix BioSciences,2025,M_USD,30128252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5,You should calculate the result of longterm liabilities for Titan Consumer Brands in 2022 scaled by ratio of short term investments for Titan Consumer Brands in 2022 to sum of ratio of sum of cost of goods sold for Titan Consumer Brands in 2020 and cost of goods sold for Titan Consumer Brands in 2021 to 2.0 and current liabilities for Titan Consumer Brands in 2022.,,big_numbers,,"mul(longterm_liabilities, ratio(62_short_term_investments, sum(ratio(sum(60_cost_of_goods_sold, 61_cost_of_goods_sold), 2.0), 62_current_liabilities)))","{""op"": ""mul"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""62_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""62_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""62_short_term_investments"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""61_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""62_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""depth"": 4}, ""depth"": 5}","{""op"": ""mul"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",4760064.352684638,5,3,5,850763628,720434001,100,0.317,3,4,6,62_total_liabilities,total_liabilities,total liabilities,Titan Consumer Brands,2022,M_USD,31694585.0,62_current_liabilities,current_liabilities,current liabilities,Titan Consumer Brands,2022,M_USD,11202559.0,62_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2022,M_USD,5852350.0,60_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2020,M_USD,13169248.0,61_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2021,M_USD,14814242.0,62_current_liabilities,current_liabilities,current liabilities,Titan Consumer Brands,2022,M_USD,11202559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5,Determine the sum of the maximum of cash for Pinnacle Health Group using values from 2021 through 2024 and the minimum of capex for Pinnacle Health Group using values from 2021 through 2025,,big_numbers,,"sum(max(max(max(31_cash, 32_cash), 33_cash), 34_cash), min(min(min(min(31_capex, 32_capex), 33_capex), 34_capex), 35_capex))","{""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""31_cash"", ""depth"": 0}, ""right"": {""leaf"": ""32_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""33_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""31_capex"", ""depth"": 0}, ""right"": {""leaf"": ""32_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""33_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""35_capex"", ""depth"": 0}, ""depth"": 4}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",435594.0,5,1,5,980212948,209084167,100,0.244,1,2,9,31_cash,cash,cash,Pinnacle Health Group,2021,M_USD,36967.0,32_cash,cash,cash,Pinnacle Health Group,2022,M_USD,172208.0,33_cash,cash,cash,Pinnacle Health Group,2023,M_USD,206223.0,34_cash,cash,cash,Pinnacle Health Group,2024,M_USD,396174.0,31_capex,capex,capex,Pinnacle Health Group,2021,M_USD,39420.0,32_capex,capex,capex,Pinnacle Health Group,2022,M_USD,48852.0,33_capex,capex,capex,Pinnacle Health Group,2023,M_USD,51720.0,34_capex,capex,capex,Pinnacle Health Group,2024,M_USD,56245.0,35_capex,capex,capex,Pinnacle Health Group,2025,M_USD,108368.0,,,,,,,,,,,,,,
24,5,provide the difference between operating income and longterm assets for Pacific Crest Energy in 2022,,big_numbers,,"diff(operating_income, longterm_assets)","{""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""50_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""50_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""50_cash"", ""depth"": 0}, ""right"": {""leaf"": ""50_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""50_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""50_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-11535117.0,5,1,5,744016892,776187173,100,0.507,1,2,8,50_revenue,revenue,revenue,Pacific Crest Energy,2022,M_USD,17689440.0,50_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2022,M_USD,7888935.0,50_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2022,M_USD,1083016.0,50_total_assets,total_assets,total assets,Pacific Crest Energy,2022,M_USD,29828565.0,50_cash,cash,cash,Pacific Crest Energy,2022,M_USD,5369025.0,50_accounts_receivable,accounts_receivable,accounts receivable,Pacific Crest Energy,2022,M_USD,1026088.0,50_inventories,inventories,inventories,Pacific Crest Energy,2022,M_USD,337323.0,50_short_term_investments,short_term_investments,short term investments,Pacific Crest Energy,2022,M_USD,2843523.0,,,,,,,,,,,,,,,,,,,,,
25,5,what would be the average revenue for Cobalt Semiconductor across years 2020 through 2024 ?,,big_numbers,,"ratio(sum(sum(sum(sum(66_revenue, 67_revenue), 68_revenue), 69_revenue), 70_revenue), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""66_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""67_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""68_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""69_revenue"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""70_revenue"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",5427456.4,5,0,5,187892029,421607919,100,0.235,0,1,5,66_revenue,revenue,revenue,Cobalt Semiconductor,2020,M_USD,5387560.0,67_revenue,revenue,revenue,Cobalt Semiconductor,2021,M_USD,5281745.0,68_revenue,revenue,revenue,Cobalt Semiconductor,2022,M_USD,5594783.0,69_revenue,revenue,revenue,Cobalt Semiconductor,2023,M_USD,5600737.0,70_revenue,revenue,revenue,Cobalt Semiconductor,2024,M_USD,5272457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
