compiler_pipeline_refactored/output/data/baseline/synthetic_company_data.csvcompany_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2024,177982,77448,19909,23436,0.18048007741154493,271817,106446,165371,33297,23856,8368,37074,42991,11361,5642,106,240.23,217795
NovaStar Technologies,NVST,Technology,Germany,XETRA,BB,2025,192647,114551,27548,26669,0.14274028019782006,221989,162525,59464,45536,10975,3554,18239,66348,16466,2745,11292,543.14,116197
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2020,72714,54010,12525,14812,0.19108323367601782,53334,34649,18685,10029,5701,3886,1635,14619,6460,0,13293,626.06,113326
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2021,83268,51057,11900,13446,0.28349400289108806,186854,74292,112562,24706,7753,4731,10169,32600,7094,871,13391,349.99,453893
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2022,87003,32332,19341,12182,0.2503553573001023,66524,34053,32471,13377,7696,1652,4762,14588,4078,1628,13406,78.25,79661
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2023,89374,32958,8293,11884,0.1661762782076167,104031,33171,70860,22183,7056,3957,14819,8455,5904,10644,7207,755.05,152813
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2024,91983,64502,19974,14501,0.24692681215127155,73012,53407,19605,10033,6190,5362,4705,22282,7169,0,12624,736.84,490457
Atlas Global Industries,ATGL,Industrials,UK,LSE,B,2025,98381,69665,16565,17964,0.11678949243240005,120811,87626,33185,8454,6495,4358,8899,29300,4158,0,14273,345.93,418281
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2020,15631,11723,1876,2814,0.25624660992217896,14445,10116,4329,3451,937,266,453,2848,1018,0,3348,564.08,384615
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2021,15115,8665,3017,1102,0.263860234862217,10369,3855,6514,370,1076,936,1495,1346,394,491,10390,507.39,55441
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2022,17176,11725,2921,1275,0.29676887030293425,13861,7666,6195,1722,1324,1006,801,3545,489,290,14416,513.93,415210
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2023,19203,9524,3778,4668,0.15401647927748016,15122,9629,5493,2062,1605,1096,719,4458,517,347,13236,206.43,235031
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2024,20948,9857,1168,4613,0.13636797143153837,37775,26839,10936,3962,2682,1096,1839,6778,562,1739,10829,398.53,380292
Pinnacle Health Group,PNHG,Healthcare,USA,NYSE,BBB,2025,23323,13776,3456,4865,0.11861067011093435,41213,28203,13010,4013,2289,1123,3475,10051,1084,323,10573,227.67,129445
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2020,365060,231556,87678,68643,0.13830819460210894,307723,157361,150362,49146,42355,22596,45319,72096,17841,0,4604,570.79,67659
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2021,340508,110507,36920,81319,0.2275739310211855,282967,103532,179435,9253,23302,9087,16327,50873,30284,8718,1800,66.29,248415
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2022,368281,224247,29590,78160,0.28982512847160624,915627,450869,464758,139886,30058,21863,88430,200151,34132,3921,4531,476.99,217271
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2023,397455,130009,96193,27761,0.25254742087094173,378306,190519,187787,18106,25432,11929,12073,67087,22891,29575,586,241.16,144946
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2024,461322,153173,44603,47475,0.25824954900899233,457775,325872,131903,33656,23748,7540,14126,103109,11427,9119,11910,482.11,412999
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2025,543407,270410,78109,60219,0.18050170383256112,867099,552699,314400,109521,54234,36674,97839,221593,20820,1142,10147,690.51,295626
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2020,553885,233341,32151,111471,0.1941001646503267,511998,376312,135686,35803,54576,23923,40367,102662,25847,19845,10085,688.32,168253
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2021,617154,265190,147524,131277,0.21001932179435656,729677,390165,339512,73785,84561,19238,59865,193924,39132,15204,6257,162.25,184081
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2022,698498,406130,141095,63362,0.20984392781706634,494264,295198,199066,90754,36422,59502,47075,91460,44751,4401,8329,88.17,496167
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2023,821168,416867,60350,177724,0.19967510094143903,707950,443192,264758,63824,101392,61459,31236,171877,76984,20412,7673,705.27,432693
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2024,818992,536852,108917,193978,0.2015475351619313,637517,328592,308925,60999,80829,80451,50077,94355,38992,0,8324,441.59,230396
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2025,827261,318407,156766,135968,0.14671248921157862,672213,198105,474108,130298,91431,39955,43056,82396,81457,60542,7480,44.06,253634
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2020,160549,109216,11229,37262,0.10306951958305213,339437,246479,92958,82616,7623,13280,15989,100025,4243,405,4996,544.37,269143
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2021,190597,110939,43358,28130,0.208203202539532,183099,88419,94680,33062,13101,5500,4148,43731,14545,1968,1598,145.6,153236
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2022,176894,78889,10830,21527,0.18613735757108002,298285,174646,123639,53690,10261,3373,28435,60364,10581,14599,8789,197.27,320763
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2023,185506,111318,42626,26537,0.15752633314968775,194061,64638,129423,46177,25742,6556,28078,27315,8194,774,14991,684.87,57793
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2024,190474,87910,20795,36163,0.10438791957191301,146966,84920,62046,4671,24096,10653,21502,40562,16500,12175,13554,623.96,118909
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2025,218005,86886,19190,21828,0.25111546474833546,178551,121657,56894,10729,10838,8825,2771,54399,10723,901,2058,729.06,166726
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2020,87989,47755,21496,13741,0.2826973948963394,67863,33826,34037,14348,7759,5962,7772,11321,8538,165,2197,773.7,430770
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2021,98792,73202,24051,20837,0.17315500988111326,79108,19965,59143,11712,8445,7867,8237,7909,9407,0,1714,198.55,17387
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2022,115348,63745,26882,10874,0.1126434082320391,89512,65676,23836,8636,9324,2433,12753,21416,3204,2421,13320,121.5,229554
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2023,127775,81062,30563,17100,0.24845380295306316,263222,154461,108761,13631,11364,5922,37697,39879,7088,0,14263,686.53,54181
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2024,142085,77438,34892,17297,0.1796279285488746,269218,104036,165182,58304,12144,8221,26878,41540,11785,87,3729,113.85,284466
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2025,133448,85983,12201,12436,0.27393908535390893,192213,79040,113173,43847,5376,11315,5816,22329,4532,1662,9950,35.24,12356
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2020,428824,131692,44200,32313,0.18419211138201583,982687,314922,667765,126394,32678,12797,72012,96173,33525,44284,13640,532.24,154307
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2021,471764,148142,117808,103533,0.18525472385599834,1098264,757557,340707,140121,61295,9166,33790,213289,31528,20810,10711,314.01,300709
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2022,472978,249495,64344,98672,0.12288281448601593,435661,316946,118715,65913,59855,18939,58524,112026,24547,17554,10971,260.35,159699
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2023,468895,341879,87854,67921,0.11824495767320974,1165138,692670,472468,225815,36229,12620,21435,338824,34511,0,6221,700.78,470859
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2024,486911,346744,29355,52356,0.1624897798175308,1147507,717731,429776,73487,42955,45127,67721,279245,20589,2250,3470,351.85,282678
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2025,552586,320376,102226,89159,0.22179898311061305,507240,347347,159893,18448,37204,38161,70514,117318,17384,2305,9894,69.62,371780
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2020,53876,25283,7582,4390,0.1623274739408433,78165,57819,20346,12598,6914,1017,9038,15174,2987,454,6418,491.55,210021
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2021,52817,28022,6287,3812,0.23564357858670687,52203,33030,19173,5108,3277,4147,922,9946,4299,4248,11486,242.22,64392
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2022,55948,27627,4243,8757,0.14602214321533194,57651,39076,18575,6222,4459,3218,4097,14260,2520,408,6496,332.47,321870
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2023,56007,27010,13623,4726,0.2895228618653495,65727,44940,20787,7204,4686,912,4666,15734,5021,238,11212,188.93,390663
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2024,52725,30842,8231,4681,0.2552456458648671,73095,54291,18804,12572,2888,1029,3350,15928,4257,409,1223,761.76,315835
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2025,55356,30650,9183,10309,0.27640963131858676,51658,38625,13033,5223,7589,1873,3697,14184,4634,953,8912,291.27,41724
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2020,214045,144323,13987,47700,0.27105867429121805,206207,128949,77258,27177,20427,17743,27925,46735,15443,1897,4891,388.37,79676
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2021,200629,69533,46110,23812,0.24286310983349252,221577,96102,125475,18724,16808,5363,18432,27839,8553,6908,6191,280.62,300954
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2022,228915,135355,14463,15773,0.2356758689680162,357135,247385,109750,62300,29904,18073,20239,97887,10985,2738,14519,563.31,199019
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2023,248741,179616,27838,31176,0.2583323915727087,194965,132261,62704,41405,28326,19597,16318,54426,12175,1270,5503,156.51,111025
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,294845,152972,28101,22854,0.11543301686017526,224505,81788,142717,44810,36417,20633,3431,27333,8988,24652,5713,142.36,416516
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334916,222408,27834,46063,0.1821717222993067,301282,146089,155193,38481,22939,26091,21948,56026,28364,3909,7088,670.56,187081
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,516553,220463,65279,80320,0.2932536306411895,403472,286976,116496,24389,33576,22786,53410,111529,45287,4365,12782,238.77,382743
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,514684,364081,40902,70766,0.2892826526023521,908620,547777,360843,97139,21960,9802,72945,169233,25731,11008,520,745.7,420392
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,567176,372136,43967,60901,0.2659523166305645,499588,201280,298308,92533,48131,7697,10537,63198,36245,22107,10936,429.3,60037
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,567556,247181,33798,76033,0.2587798217278876,668865,250646,418219,153259,56571,5472,54949,77822,30840,8963,9261,203.84,211201
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,627730,212503,153750,39883,0.2052118890644341,690729,516676,174053,104931,49619,17238,68378,255889,13370,17869,11849,285.67,367806
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,687937,445216,135549,80147,0.10886713765904164,720190,514214,205976,49347,81118,35796,77316,209765,17231,7817,11665,374.28,150254
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,463236,204759,51889,60056,0.26308121613119645,533633,152160,381473,91955,31783,27044,8908,62984,38887,11801,6611,329.02,222670
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,0.1734693853919364,437826,221096,216730,21092,45367,18920,65373,65249,15521,14517,4986,247.08,225728
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,616787,231289,85599,85996,0.24536287914222057,442481,292999,149482,55614,64113,28424,7978,122414,37653,26228,11273,140.59,20415
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,714010,432076,98272,53726,0.14719907608407046,664693,372880,291813,158784,30873,17260,48515,127801,18672,19677,2152,303.06,160621
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,712606,521794,39324,62146,0.2035490548416784,510371,194929,315442,102325,78674,24991,48824,82551,25664,28424,2122,73.13,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,797935,597468,169244,194307,0.29731493192849723,724468,499181,225287,109394,55086,35247,23220,213345,27072,0,5486,191.03,492641
