compiler_pipeline_refactored/output/data/baseline/synthetic_company_data.csvcompany_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2023,397455,130009,96193,27761,,378306,190519,,18106,25432,11929,12073,67087,,29575,,241.16,144946
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2024,461322,153173,,,0.25824954900899233,457775,325872,131903,33656,23748,7540,14126,103109,,,11910,,412999
Ironclad Manufacturing,IRCL,Industrials,Japan,TSE,CCC,2025,543407,270410,,,0.18050170383256112,867099,552699,314400,109521,54234,36674,97839,221593,20820,1142,,690.51,295626
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2020,553885,233341,32151,111471,0.1941001646503267,511998,376312,135686,35803,54576,23923,40367,102662,,19845,,688.32,168253
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2021,617154,265190,147524,,,,390165,,73785,84561,19238,59865,193924,39132,,6257,,
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2022,698498,406130,141095,63362,0.20984392781706634,494264,295198,199066,90754,36422,,47075,91460,44751,4401,,,496167
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2023,821168,416867,60350,177724,,,,264758,63824,101392,61459,31236,171877,76984,20412,,,
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2024,818992,536852,,,0.2015475351619313,637517,328592,,,,80451,,94355,38992,,8324,441.59,230396
SilverLine Retail Inc,SLRI,Consumer,USA,NASDAQ,CCC,2025,827261,318407,156766,135968,0.14671248921157862,672213,198105,,130298,91431,39955,43056,82396,,,7480,,253634
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2020,160549,109216,11229,,0.10306951958305213,339437,246479,,82616,,,15989,100025,4243,405,,,269143
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2021,190597,,43358,,0.208203202539532,,88419,,33062,13101,,4148,43731,14545,1968,,145.6,153236
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2022,,78889,,21527,,298285,174646,123639,53690,10261,3373,,60364,,14599,8789,,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2023,185506,111318,,26537,0.15752633314968775,194061,64638,,,,6556,,,8194,,,684.87,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2024,190474,87910,20795,36163,,146966,,,4671,,10653,,40562,,,13554,623.96,
Pacific Crest Energy,PCEN,Energy,Canada,TSX,A,2025,,86886,19190,,0.25111546474833546,178551,,56894,10729,10838,8825,2771,54399,,,2058,,166726
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2020,,,21496,13741,0.2826973948963394,67863,33826,34037,14348,7759,,,11321,,,,773.7,
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2021,98792,73202,24051,20837,0.17315500988111326,,,59143,,,7867,8237,7909,,,,,
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2022,,,26882,,0.1126434082320391,89512,65676,23836,,9324,,,21416,3204,,,,229554
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2023,127775,,,17100,0.24845380295306316,,,108761,13631,,5922,37697,,7088,0,14263,686.53,54181
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2024,,,34892,,,269218,104036,165182,58304,,8221,26878,,,,3729,113.85,284466
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2025,133448,85983,12201,,,192213,79040,113173,43847,5376,11315,,22329,,,9950,35.24,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2020,,131692,44200,,0.18419211138201583,982687,314922,,126394,32678,12797,72012,96173,33525,44284,,,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2021,,,117808,103533,,1098264,757557,,140121,61295,,,213289,31528,20810,,,300709
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2022,472978,249495,64344,98672,0.12288281448601593,435661,316946,118715,65913,59855,18939,58524,112026,,17554,,260.35,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2023,468895,341879,87854,67921,,1165138,692670,,225815,36229,12620,21435,338824,34511,0,6221,700.78,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2024,486911,346744,29355,52356,0.1624897798175308,1147507,717731,,73487,42955,45127,67721,279245,20589,2250,3470,,
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2025,,320376,102226,89159,0.22179898311061305,507240,347347,159893,18448,37204,38161,70514,117318,,2305,,,371780
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2020,53876,25283,7582,,,,57819,20346,12598,6914,1017,9038,15174,2987,,,,210021
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2021,52817,28022,6287,3812,0.23564357858670687,52203,33030,19173,,3277,4147,922,9946,4299,,11486,242.22,64392
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2022,55948,27627,4243,,,57651,,18575,6222,4459,3218,4097,14260,2520,408,,332.47,321870
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2023,56007,27010,,,,65727,44940,20787,7204,4686,912,4666,15734,5021,238,,,390663
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2024,52725,30842,8231,,,,,18804,12572,2888,1029,3350,,4257,409,,,
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2025,55356,30650,9183,10309,0.27640963131858676,51658,38625,,5223,7589,1873,3697,14184,4634,,,291.27,
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2020,,144323,13987,47700,0.27105867429121805,206207,128949,77258,27177,20427,17743,,46735,,1897,,388.37,79676
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2021,200629,69533,46110,23812,0.24286310983349252,221577,96102,125475,18724,16808,5363,18432,27839,,6908,6191,280.62,300954
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2022,,135355,14463,,0.2356758689680162,,247385,109750,62300,29904,18073,20239,,,,14519,563.31,199019
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2023,248741,179616,,31176,,,132261,62704,41405,28326,19597,16318,,,1270,,,111025
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,294845,152972,28101,22854,0.11543301686017526,224505,,142717,44810,,,3431,27333,8988,,,142.36,416516
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334916,,27834,46063,0.1821717222993067,,146089,155193,,,,21948,56026,,3909,7088,,187081
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,,220463,65279,80320,0.2932536306411895,,286976,,24389,33576,22786,53410,,,4365,12782,,382743
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,514684,364081,40902,,0.2892826526023521,,547777,,,,,72945,169233,25731,11008,,745.7,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,,372136,,60901,0.2659523166305645,499588,201280,298308,,,7697,10537,63198,36245,,10936,,60037
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,567556,247181,33798,76033,0.2587798217278876,,250646,418219,,,5472,,77822,30840,8963,,,
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,,,,39883,0.2052118890644341,690729,516676,174053,,49619,,,255889,13370,17869,11849,,367806
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,,,,,0.10886713765904164,,514214,205976,49347,81118,35796,77316,,,,,374.28,150254
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,463236,,51889,,,533633,152160,381473,91955,31783,,8908,62984,38887,,6611,329.02,222670
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,,437826,221096,216730,21092,,18920,65373,65249,15521,,,247.08,225728
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,616787,,85599,85996,,442481,292999,149482,55614,,28424,,,37653,26228,11273,140.59,20415
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,,432076,98272,53726,0.14719907608407046,664693,372880,,158784,,17260,,127801,18672,19677,,,
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,712606,,39324,,0.2035490548416784,510371,194929,315442,102325,78674,24991,48824,82551,,28424,,73.13,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,797935,,,194307,,,,,109394,55086,35247,23220,213345,27072,,5486,191.03,
