compiler_pipeline_refactored/output/data/baseline/synthetic_company_data.csvcompany_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,294845,152972,28101,22854,0.11543301686017526,224505,247385,51434,44810,36417,999999999999,3431,27333,,,5020,142.36,416516
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334916,222408,27834,46063,,301282,146089,155193,38481,,,21948,56026,28364,,7088,670.56,999999999999
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,,220463,22227,80320,0.2932536306411895,4O347Z,-9999999,11b4g6,24389,33576,22786,534lo,,45287,4365,12782,299.17,154307
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,,364O8I,19190,70766,0.2892826526023521,908620,547777,360843,97139,,g80Z,72945,169233,34132,I1O08,,745.7,4Z039Z
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,567176,372136,43967,60901,0.2659523166305645,,201280,,92533,48131,6043,999999999999,42936,36245,2Z1O7,1o93b,140.59,60037
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,,247181,33798,76033,0.2587798217278876,457775,250646,418219,153259,13643,5472,54949,77822,30840,8963,10236,ERROR,211201
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,,212503,153750,131277,0.2052118890644341,690729,516676,ERROR,104931,49bl9,,68378,255889,13370,17869,ERROR,Z8S,367806
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,687937,445216,29355,,0.10886713765904164,720190,514214,24537,49347,81118,35796,77316,209765,17231,7Bl7,10829,374.28,I502S4
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,463236,204759,3017,-9999999,0.26308121613119645,533633,,,9Ig55,31783,27044,8908,62984,,11B0I,999999999999,684.87,222670
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,0.1734693853919364,437826,221096,216730,21092,45367,6043,65373,65249,7573,,4986,-9999999,
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,616787,231289,85599,85996,0.24536287914222057,442481,292999,149482,55614,64113,2433,3350,,37653,26228,11273,140.59,204IS
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,714010,432076,98272,53726,,664693,,291813,158784,36229,17260,485IS,127801,lB672,lg677,Z1S2,ERROR,160b2l
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,71Z60b,521794,39324,62I4b,0.15401647927748016,510371,194929,,,,24991,48824,-1,25664,ZB424,2122,73.13,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,-9999999,222408,,1g43O7,0.29731493192849723,724468,999999999999,2Z52B7,109394,55086,35247,23220,-9999999,ERROR,,5486,,492641
