company_name,ticker,sector,country,exchange,credit_rating,year,revenue,cost_of_goods_sold,operating_expenses,non_operating_expenses,income_tax,total_assets,total_liabilities,total_equity,cash,accounts_receivable,inventories,short_term_investments,current_liabilities,capex,dividends_paid,shares_outstanding,stock_price,employees
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2022,115348,63745,26882,10874,0.1126434082320391,89512,65676,23836,8636,9324,2433,12753,21416,3204,2421,13320,121.5,229554
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2023,127775,81062,30563,17100,0.24845380295306316,263222,154461,108761,13631,11364,5922,37697,39879,7088,0,14263,686.53,54181
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2024,142085,77438,34892,17297,0.1796279285488746,269218,104036,165182,58304,12144,8221,26878,41540,11785,87,3729,113.85,284466
Orion Financial Group,ORFG,Financials,UK,LSE,BBB,2025,133448,85983,12201,12436,0.27393908535390893,192213,79040,113173,43847,5376,11315,5816,22329,4532,1662,9950,35.24,12356
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2020,428824,131692,44200,32313,0.18419211138201583,982687,314922,667765,126394,32678,12797,72012,96173,33525,44284,13640,532.24,154307
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2021,471764,148142,117808,103533,0.18525472385599834,1098264,757557,340707,140121,61295,9166,33790,213289,31528,20810,10711,314.01,300709
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2022,472977,249494,64344,98672,0.12288281448601593,435660,316945,118715,65913,59855,18939,58523,112025,24547,17554,10971,260.35,159699
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2023,468895,341879,87854,67921,0.11824495767320974,1165138,692670,472468,225815,36229,12620,21435,338824,34511,0,6221,700.78,470859
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2024,486911,346744,29355,52356,0.1624897798175308,1147507,717731,429776,73487,42955,45127,67721,279245,20589,2250,3470,351.85,282678
Titan Consumer Brands,TICB,Consumer,France,Euronext,AAA,2025,552586,320376,102226,89159,0.22179898311061305,507240,347347,159893,18448,37204,38161,70514,117318,17384,2305,9894,69.62,371780
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2020,53876,25283,7582,4390,0.1623274739408433,78165,57819,20346,12598,6914,1017,9038,15174,2987,454,6418,491.55,210021
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2021,52818,28023,6287,3812,0.23564357858670687,52204,33031,19173,5108,3277,4147,922,9946,4299,4248,11486,242.22,64392
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2022,55948,27627,4243,8757,0.14602214321533194,57651,39076,18575,6222,4459,3218,4097,14260,2520,408,6496,332.47,321870
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2023,56008,27011,13623,4726,0.2895228618653495,65728,44941,20787,7204,4686,912,4666,15734,5021,238,11212,188.93,390663
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2024,52725,30842,8231,4681,0.2552456458648671,73095,54291,18804,12572,2888,1029,3350,15928,4257,409,1223,761.76,315835
Cobalt Semiconductor,CBSM,Technology,Taiwan,TWSE,CCC,2025,55356,30650,9183,10309,0.27640963131858676,51658,38625,13033,5223,7589,1873,3697,14184,4634,953,8912,291.27,41724
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2020,214045,144323,13987,47700,0.27105867429121805,206207,128949,77258,27177,20427,17743,27925,46735,15443,1897,4891,388.37,79676
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2021,200630,69534,46110,23812,0.24286310983349252,221578,96103,125475,18724,16808,5363,18432,27840,8553,6908,6191,280.62,300954
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2022,228916,135355,14463,15773,0.2356758689680162,357136,247386,109750,62300,29904,18073,20239,97887,10985,2738,14519,563.31,199019
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2023,248743,179618,27838,31176,0.2583323915727087,194967,132263,62704,41405,28326,19597,16318,54427,12175,1270,5503,156.51,111025
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2024,294847,152973,28101,22854,0.11543301686017526,224506,81789,142717,44810,36417,20633,3431,27333,8988,24652,5713,142.36,416516
Helix BioSciences,HLXB,Healthcare,USA,NASDAQ,BBB,2025,334919,222410,27834,46063,0.1821717222993067,301285,146090,155195,38481,22940,26091,21949,56026,28364,3909,7088,670.56,187081
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2020,516553,220463,65279,80320,0.2932536306411895,403472,286976,116496,24389,33576,22786,53410,111529,45287,4365,12782,238.77,382743
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2021,514684,364081,40902,70766,0.2892826526023521,908620,547777,360843,97139,21960,9802,72945,169233,25731,11008,520,745.7,420392
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2022,567176,372136,43967,60901,0.2659523166305645,499588,201280,298308,92533,48131,7697,10537,63198,36245,22107,10936,429.3,60037
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2023,567555,247180,33798,76033,0.2587798217278876,668864,250645,418219,153258,56570,5472,54949,77821,30840,8963,9261,203.84,211201
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2024,627729,212503,153750,39883,0.2052118890644341,690728,516675,174053,104931,49619,17238,68378,255888,13370,17869,11849,285.67,367806
ClearPath Logistics,CPTH,Industrials,USA,NYSE,A,2025,687936,445215,135549,80147,0.10886713765904164,720189,514213,205976,49347,81117,35796,77316,209765,17231,7817,11665,374.28,150254
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2020,463236,204759,51889,60056,0.26308121613119645,533633,152160,381473,91955,31783,27044,8908,62984,38887,11801,6611,329.02,222670
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2021,550238,249019,48071,103672,0.1734693853919364,437826,221096,216730,21092,45367,18920,65373,65249,15521,14517,4986,247.08,225728
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2022,616787,231289,85599,85996,0.24536287914222057,442481,292999,149482,55614,64113,28424,7978,122414,37653,26228,11273,140.59,20415
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2023,714010,432076,98272,53726,0.14719907608407046,664693,372880,291813,158784,30873,17260,48515,127801,18672,19677,2152,303.06,160621
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2024,712606,521794,39324,62146,0.2035490548416784,510371,194929,315442,102325,78674,24991,48824,82551,25664,28424,2122,73.13,90465
Crimson Pharmaceuticals,CRPH,Healthcare,Switzerland,SIX,CCC,2025,797936,597469,169244,194307,0.29731493192849723,724469,499182,225287,109394,55086,35247,23220,213346,27072,0,5486,191.03,492641
