question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value
5,2,provide the operating income for Pacific Crest Energy in 2020. — answer using the figures exactly as given.,provide the operating income for Pacific Crest Energy in 2020.,negation,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""48_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""48_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""48_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",40104.0,3,0,2,907064585,232287869,542427445,0.365,0,1,3,48_revenue,revenue,revenue,Pacific Crest Energy,2020,M_USD,160549.0,48_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2020,M_USD,109216.0,48_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2020,M_USD,11229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,which result follows from the longterm liabilities for Ironclad Manufacturing in 2023? — answer using the figures exactly as given.,which result follows from the longterm liabilities for Ironclad Manufacturing in 2023?,negation,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""39_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""39_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",123432.0,3,0,1,391962041,262212076,542427445,0.585,0,1,2,39_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2023,M_USD,190519.0,39_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2023,M_USD,67087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,It is not the case that you should ignore the following — determine: Compute the gross profit for Quantum Bridge Holdings in 2025.,Compute the gross profit for Quantum Bridge Holdings in 2025.,negation,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""17_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""17_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",46982.0,3,0,1,443491878,484261540,542427445,0.259,0,1,2,17_revenue,revenue,revenue,Quantum Bridge Holdings,2025,M_USD,93743.0,17_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2025,M_USD,46761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,It is not the case that you should ignore the following — determine: you should give the current assets for Quantum Bridge Holdings in 2025.,you should give the current assets for Quantum Bridge Holdings in 2025.,negation,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""17_cash"", ""depth"": 0}, ""right"": {""leaf"": ""17_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""17_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""17_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",17082.0,2,0,3,648828856,389233053,542427445,0.548,0,1,4,17_cash,cash,cash,Quantum Bridge Holdings,2025,M_USD,4105.0,17_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2025,M_USD,4087.0,17_inventories,inventories,inventories,Quantum Bridge Holdings,2025,M_USD,3180.0,17_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2025,M_USD,5710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,which result follows from the difference between current assets and cost of goods sold for Ironclad Manufacturing in 2021 — answer using the figures exactly as given.,which result follows from the difference between current assets and cost of goods sold for Ironclad Manufacturing in 2021,negation,,"diff(current_assets, 37_cost_of_goods_sold)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""37_cash"", ""depth"": 0}, ""right"": {""leaf"": ""37_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""37_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""37_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""leaf"": ""37_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-52538.0,3,1,4,354892857,102053112,542427445,0.358,1,2,5,37_cash,cash,cash,Ironclad Manufacturing,2021,M_USD,9253.0,37_accounts_receivable,accounts_receivable,accounts receivable,Ironclad Manufacturing,2021,M_USD,23302.0,37_inventories,inventories,inventories,Ironclad Manufacturing,2021,M_USD,9087.0,37_short_term_investments,short_term_investments,short term investments,Ironclad Manufacturing,2021,M_USD,16327.0,37_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Ironclad Manufacturing,2021,M_USD,110507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,"Without changing the definition, find: could you give the sum of longterm liabilities for Meridian Systems Inc in 2025 and the minimum of capex for Meridian Systems Inc using values from 2020 through 2022 ?",could you give the sum of longterm liabilities for Meridian Systems Inc in 2025 and the minimum of capex for Meridian Systems Inc using values from 2020 through 2022 ?,negation,,"sum(longterm_liabilities, min(min(6_capex, 7_capex), 8_capex))","{""op"": ""sum"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""11_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""6_capex"", ""depth"": 0}, ""right"": {""leaf"": ""7_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""8_capex"", ""depth"": 0}, ""depth"": 2}, ""depth"": 3}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",58074.0,3,1,3,700253588,73491310,542427445,0.586,1,2,5,11_total_liabilities,total_liabilities,total liabilities,Meridian Systems Inc,2025,M_USD,94613.0,11_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2025,M_USD,45565.0,6_capex,capex,capex,Meridian Systems Inc,2020,M_USD,10357.0,7_capex,capex,capex,Meridian Systems Inc,2021,M_USD,10099.0,8_capex,capex,capex,Meridian Systems Inc,2022,M_USD,9026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,"Without changing the definition, find: You should give the operating income for Apex Dynamics Corp in 2020",You should give the operating income for Apex Dynamics Corp in 2020,negation,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""0_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""0_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""0_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",34696.0,3,0,2,414632095,456182572,542427445,0.537,0,1,3,0_revenue,revenue,revenue,Apex Dynamics Corp,2020,M_USD,67781.0,0_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2020,M_USD,27804.0,0_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2020,M_USD,5281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,"Without changing the definition, find: What do we obtain as the result of difference between gross profit and inventories scaled by ratio of cash to inventories for Crimson Pharmaceuticals in 2020",What do we obtain as the result of difference between gross profit and inventories scaled by ratio of cash to inventories for Crimson Pharmaceuticals in 2020,negation,,"mul(diff(gross_profit, 84_inventories), ratio(84_cash, 84_inventories))","{""op"": ""mul"", ""left"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""84_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""84_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""84_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""84_cash"", ""depth"": 0}, ""right"": {""leaf"": ""84_inventories"", ""depth"": 0}, ""depth"": 1}, ""depth"": 3}","{""op"": ""mul"", ""left"": {""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",786918.4112927082,4,2,3,422490518,332672128,542427445,0.172,3,4,5,84_revenue,revenue,revenue,Crimson Pharmaceuticals,2020,M_USD,463236.0,84_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2020,M_USD,204759.0,84_inventories,inventories,inventories,Crimson Pharmaceuticals,2020,M_USD,27044.0,84_cash,cash,cash,Crimson Pharmaceuticals,2020,M_USD,91955.0,84_inventories,inventories,inventories,Crimson Pharmaceuticals,2020,M_USD,27044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,"May you calculate the operating income for NovaStar Technologies in 2023 (compute the value as stated, without sign changes.)",May you calculate the operating income for NovaStar Technologies in 2023,negation,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""21_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""21_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""21_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",57344.0,3,0,2,90888448,713999045,542427445,0.136,0,1,3,21_revenue,revenue,revenue,NovaStar Technologies,2023,M_USD,158696.0,21_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2023,M_USD,75117.0,21_operating_expenses,operating_expenses,operating expenses,NovaStar Technologies,2023,M_USD,26235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4,calculate the longterm assets for SilverLine Retail Inc in 2024 — answer using the figures exactly as given.,calculate the longterm assets for SilverLine Retail Inc in 2024,negation,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""46_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""46_cash"", ""depth"": 0}, ""right"": {""leaf"": ""46_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""46_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""46_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",365161.0,3,0,4,429656594,472313316,542427445,0.516,0,1,5,46_total_assets,total_assets,total assets,SilverLine Retail Inc,2024,M_USD,637517.0,46_cash,cash,cash,SilverLine Retail Inc,2024,M_USD,60999.0,46_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2024,M_USD,80829.0,46_inventories,inventories,inventories,SilverLine Retail Inc,2024,M_USD,80451.0,46_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2024,M_USD,50077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
